id,isbn,title,all_authors,publisher,publication_date,author_gender,format,category,orthography
bstream_001,9789113065588,Alla kan se dig,Anna Jansson,Norstedts,2015-03-19,F,beststreamer,CRIME,quot
bstream_002,9789113049991,"Falleri, fallera, falleralla",Carin Gerhardsen,Norstedts,2015-05-21,F,beststreamer,CRIME,dash
bstream_003,9789174614206,Hämnaren,"Dag Öhrlund, Dan Buthler",Lind & Co,2015-04-15,M,beststreamer,CRIME,quot
bstream_004,9789173489492,Vita spår,Emelie Schepp,Bonnier Audio,2015-05-19,F,beststreamer,CRIME,dash
bstream_005,9789174614541,Dominodöden,Jonas Moström,Lind & Co,2015-07-20,M,beststreamer,CRIME,quot
bstream_006,9789176510285,Den gränslöse,Jussi Adler-Olsen,Bonnier Audio,2015-05-04,M,beststreamer,CRIME,quot
bstream_007,9789176510698,Skymningsflickan,Katarina Wennstam,Bonnier Audio,2015-07-31,F,beststreamer,CRIME,quot
bstream_008,9789173489553,En mörkare himmel : Gran Canaria,"Mari Jungstedt, Ruben Eliassen",Bonnier Audio,2014-12-30,2,beststreamer,CRIME,dash
bstream_009,9789176510636,I sanningens namn,Viveca Sten,Bonnier Audio,2015-11-04,F,beststreamer,CRIME,quot
bstream_010,9789113071169,Rädslans fångar : Ett nytt fall för Maria Wern,Anna Jansson,Norstedts,2016-03-10,F,beststreamer,CRIME,quot
bstream_011,9789176511329,Kärlek sökes,Carin Hjulström,Bonnier Audio,2016-04-13,F,beststreamer,OTHER,dash
bstream_012,9789174616392,Där inga ögon ser,Dag Öhrlund,Lind & Co,2016-05-23,M,beststreamer,CRIME,quot
bstream_013,9789174615203,Motvind,"Dag Öhrlund, Dan Buthler",Lind & Co,2015-12-23,M,beststreamer,CRIME,quot
bstream_014,9789176512616,På sex meters djup,Denise Rudberg,Bonnier Audio,2016-10-19,F,beststreamer,CRIME,dash
bstream_015,9789176511992,Prio ett,Emelie Schepp,Bonnier Audio,2016-05-16,F,beststreamer,CRIME,dash
bstream_017,9789176291948,Mordbrännaren,"Anders Gustafson, Johan Kant",Bokfabriken,2016-03-24,M,beststreamer,CRIME,dash
bstream_018,9789174616545,Midnattsflickor,Jonas Moström,Lind & Co,2016-07-04,M,beststreamer,CRIME,quot
bstream_019,9789176511299,När livet börjar om,Lucy Dillon,Bonnier Audio,2016-01-27,F,beststreamer,OTHER,quot
bstream_020,9789176512005,Välkommen hem,Ninni Schulman,Bonnier Audio,2016-08-17,F,beststreamer,CRIME,quot
bstream_021,9789113074184,Sov du lilla videung,"Cilla Börjlind, Rolf Börjlind",Norstedts,2016-08-11,2,beststreamer,CRIME,dash
bstream_022,9789176793305,Den hemliga kvinnan,Anna Ekberg,Norstedts,2017-03-30,F,beststreamer,CRIME,dash
bstream_023,9789113076119,Det du inte vet,Anna Jansson,Norstedts,2017-03-09,F,beststreamer,CRIME,quot
bstream_024,9789174617740,Tryggare kan ingen vara,Dag Öhrlund,Lind & Co,2016-12-23,M,beststreamer,CRIME,quot
bstream_025,9789174619652,Uppståndelsen,"Dag Öhrlund, Dan Buthler",Lind & Co,2017-05-29,M,beststreamer,CRIME,quot
bstream_026,9789176515808,De sju som såg,Denise Rudberg,Bonnier Audio,2017-10-11,F,beststreamer,CRIME,dash
bstream_027,9789177790112,Trogen intill döden,Jonas Moström,Lind & Co,2017-07-06,M,beststreamer,CRIME,quot
bstream_028,9789175237060,Prästens lilla flicka,Susan Casserfelt,Word Audio Publishing,2016-12-21,F,beststreamer,CRIME,quot
bstream_029,9789175237084,Den tatuerade cirkeln,Susan Casserfelt,Word Audio Publishing,2017-02-24,F,beststreamer,CRIME,quot
bstream_030,9789113084664,Kvinnan på bänken,Anna Jansson,Norstedts,2018-03-08,F,beststreamer,CRIME,quot
bstream_031,9789185247578,Bakom stängda dörrar,B.A. Paris,Jentas SE,2017-12-15,F,beststreamer,CRIME,quot
bstream_033,9789188321183,5:e Moseboken,Christina Larsson,Word Audio Publishing,2018-01-16,F,beststreamer,CRIME,quot
bstream_034,9789175239866,Nådastöten,Christina Larsson,Word Audio Publishing,2018-02-16,F,beststreamer,CRIME,quot
bstream_035,9789177792673,Se till mig som liten är,Dag Öhrlund,Lind & Co,2018-01-15,M,beststreamer,CRIME,quot
bstream_036,9789177795254,Domaren,Dag Öhrlund,Lind & Co,2018-08-20,M,beststreamer,CRIME,quot
bstream_037,9789188107664,Hämndens pris,Erik Lewin,Bokförlaget NoNa,2018-06-07,M,beststreamer,CRIME,quot
bstream_038,9789176298985,Änglabarnet,"Anders Gustafson, Johan Kant",Bokfabriken,2018-02-12,M,beststreamer,CRIME,quot
bstream_039,9789177794486,Skuggorna ruva,Jonas Moström,Lind & Co,2018-09-17,M,beststreamer,CRIME,quot
bstream_040,9789176298190,Ondskans ansikte,Mats Ahlstedt,Bokfabriken,2018-03-16,M,beststreamer,CRIME,dash
bstream_042,9789113091976,Mitt hjärta är ditt,Anna Jansson,Norstedts,2019-03-10,F,beststreamer,CRIME,quot
bstream_043,9789113098920,Dotter saknad,Anna Jansson,Norstedts,2019-09-05,F,beststreamer,CRIME,quot
bstream_044,9789178611423,Ingen lämnas kvar,Dag Öhrlund,Lind & Co,2019-05-31,M,beststreamer,CRIME,quot
bstream_045,9789178273324,Under nio nätter,Denise Rudberg,Bonnier Audio,2019-10-09,F,beststreamer,CRIME,dash
bstream_046,9789176136737,Snödrev,Helene Tursten,Storyside,2018-12-20,F,beststreamer,CRIME,dash
bstream_047,9789178273850,Offer 2117,Jussi Adler-Olsen,Bonnier Audio,2019-11-05,M,beststreamer,CRIME,quot
bstream_048,9789178350940,Sista färjan från Ystad,Karin Alfredsson,Bokfabriken,2019-04-14,F,beststreamer,CRIME,dash
bstream_049,9789178351275,Trojanen,Mats Ahlstedt,Bokfabriken,2019-03-09,M,beststreamer,CRIME,dash
bstream_050,9789178610051,Morden på Mörkö,Samuel Karlsson,Lind & Co,2019-01-15,M,beststreamer,CRIME,quot
bstream_052,9789179039998,När regnen upphör,Dag Öhrlund,Lind & Co,2020-11-04,M,beststreamer,CRIME,quot
bstream_053,9789113101521,Dödslistan,Anna Jansson,Norstedts,2020-03-05,F,beststreamer,CRIME,quot
bstream_055,9789113108377,Fruset guld,"Cilla Börjlind, Rolf Börjlind",Norstedts,2020-07-09,2,beststreamer,CRIME,dash
bstream_059,9789137158792,Offermakaren,Viveca Sten,Bonnier Audio,2020-10-14,F,beststreamer,CRIME,quot
bstream_060,9789189057050,De sju systrarna,Lucinda Riley,BZR Publishing AB,2019-10-14,F,beststreamer,OTHER,quot
bstream_062,9789178274772,Ödesmark,Stina Jackson,Bonnier Audio,2020-04-09,F,beststreamer,CRIME,dash
bstream_063,9789189087644,Tio grisar nere,Denise Rudberg,Stockholm Text,2020-10-12,F,beststreamer,CRIME,dash
bstream_064,9789100185077,Sovsågott,Anders Roslund,Bonnier Audio,2020-06-15,M,beststreamer,CRIME,dash
bstream_065,9789113108391,Skuggan bakom dig,Anna Jansson,Norstedts,2020-08-13,F,beststreamer,CRIME,quot
orig_001,S9789178151202,1986 - S1,Jesper Ersgård,Storytel Original,2018-08-21,M,original,CRIME,dash
orig_002,S9789178691302,1986 - S2,Jesper Ersgård,Storytel Original,2019-06-19,M,original,CRIME,dash
orig_003,S9789179076603,1986 - S3,Jesper Ersgård,Storytel Original,2020-06-24,M,original,CRIME,dash
orig_004,S9789178699896,42 kilo kärlek,Felicia Welander,Storytel Original,2020-04-15,F,original,OTHER,quot
orig_005,9789179916756,Akademin,Eva Maria Fredensborg,Storytel Original,2019-03-20,F,original,CRIME,quot
orig_006,9789179673277,Akademin 2 - Pojken som försvann,Eva Maria Fredensborg,Storytel Original,2020-08-26,F,original,CRIME,quot
orig_008,S9789178699490,Änkornas begravningsbyrå,Johanna Nilsson,Storytel Original,2020-07-16,F,original,OTHER,quot
orig_009,S9789178606368,Annars tar jag dig - S1,C S Duffy,Storytel Original,2019-02-25,F,original,CRIME,quot
orig_010,9789179259488,Av jord är du kommen,Marko Kilpi,Storytel Original,2018-06-19,M,original,CRIME,dash
orig_011,S9789177612315,Bergtagen - S1,"Linda Skugge, Sigrid Tollgård",Storytel Original,2017-10-31,F,original,CRIME,dash
orig_012,S9789176134658,"Blod, tvätt & dårar - S1",Max Landergård,Storytel Original,2016-12-27,M,original,OTHER,quot
orig_013,S9789177354024,Blodet ropar - S1,Edmond Alonso,Storytel Original,2016-11-22,M,original,CRIME,quot
orig_014,S9789176136041,Byvalla - S1,Karin Janson,Storytel Original,2016-07-26,F,original,OTHER,quot
orig_015,S9789177356622,Byvalla - S2,Karin Janson,Storytel Original,2017-05-10,F,original,OTHER,quot
orig_016,S9789177788379,Byvalla - S3,Karin Janson,Storytel Original,2018-02-27,F,original,OTHER,quot
orig_017,S9789178416806,Centralgången - Del 1,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",Storytel Original,2018-12-01,2,original,OTHER,quot
orig_018,S9789177916291,Dalagatan 14 - S1,"Karina Berg Johansson, Magnus Nordin",Storytel Original,2017-12-01,2,original,CRIME,quot
orig_019,S9789177352877,De herrelösa hundarna - S1,Fredrik Hardenborg,Storytel Original,2017-03-20,M,original,CRIME,quot
orig_020,S9789177610519,De själlösa - S1,Helene Holmström,Storytel Original,2017-07-04,F,original,CRIME,quot
orig_021,S9789177352976,Deadline - S1,Carl V Andersson,Storytel Original,2017-02-21,M,original,CRIME,quot
orig_026,S9789178170838,Dolt nummer - S1,Niklas Lindroth,Storytel Original,2019-08-01,M,original,CRIME,quot
orig_027,S9789178601363,Drömmen om Tom,Sara Dalengren,Storytel Original,2020-07-01,F,original,OTHER,quot
orig_028,S9789177911999,Ellen Holms - privatdetektiv - S1,Nicolet Steemers,Storytel Original,2018-01-09,F,original,CRIME,quot
orig_029,S9789177911616,En andra chans - S1,Martyn van Beek,Storytel Original,2017-07-11,M,original,CRIME,quot
orig_030,9789179910341,En annan strand,Klas Lundström,Storytel Original,2017-08-28,M,original,OTHER,dash
orig_031,S9789177610953,En ohelig allians - S1,Maria Vickberg,Storytel Original,2017-09-26,F,original,CRIME,quot
orig_032,S9789177354017,Evas första vecka som död - S1,Anders Fager,Storytel Original,2017-04-11,M,original,OTHER,quot
orig_033,S9789178157983,Fader Malakis ögon - S01,Marko Hautala,Storytel Original,2018-12-25,M,original,CRIME,quot
orig_034,S9789179078089,Förändringarnas vindar - Del 1,Veronica Almer,Storytel Original,2020-06-22,F,original,OTHER,quot
orig_035,S9789178071067,Gäddsimmerskan - S1,Cecilia Klang,Storytel Original,2018-07-03,F,original,OTHER,quot
orig_036,S9789178694082,Gäddsimmerskan och bryggmästarens kärlek - S2E1,Cecilia Klang,Storytel Original,2020-01-03,F,original,OTHER,quot
orig_037,S9789176134542,Graffitimorden,Christian Holmqvist,Storytel Original,2016-09-20,M,original,CRIME,quot
orig_038,S9789176136249,Gustav III checkar in - S1,Christian Holmqvist,Storytel Original,2016-06-14,M,original,OTHER,quot
orig_039,S9789178010509,Gustav III checkar in - S2,Christian Holmqvist,Storytel Original,2017-10-17,M,original,OTHER,quot
orig_040,9789177610205,Gustav III checkar in – julspecial,Christian Holmqvist,Storytel Original,2016-12-20,M,original,OTHER,quot
orig_041,S9789178157785,Ha ett underbart år,Tove Meyer,Storytel Original,2020-06-09,F,original,OTHER,quot
orig_042,9789179916732,Härifrån till dig,Albert Lindemalm,Storytel Original,2017-05-25,M,original,OTHER,quot
orig_043,S9789177351009,I krig och kärlek,"Caroline Grimwalker, Leffe Grimwalker",Storytel Original,2016-09-27,2,original,OTHER,quot
orig_044,S9789177350507,Jordbunden - S1,Erik Thulin,Storytel Original,2016-11-01,M,original,CRIME,dash
orig_045,S9789177788263,Jordbunden - S2,Erik Thulin,Storytel Original,2017-09-05,M,original,CRIME,quot
orig_046,S9789178691500,Jordbunden - S3,Erik Thulin,Storytel Original,2019-06-07,M,original,CRIME,quot
orig_047,9789177356721,Jul i Byvalla,Karin Janson,Storytel Original,2016-12-20,F,original,OTHER,quot
orig_048,9789179917234,Jul på Huvudkontoret,Gunnar Svensén,Storytel Original,2019-12-01,M,original,OTHER,quot
orig_049,S9789178071265,Jungfruresan - S1,Joel Arvidsson,Storytel Original,2018-10-02,M,original,OTHER,quot
orig_050,S9789178155521,Kalla fötter - S1,Karin Janson,Storytel Original,2019-07-17,F,original,OTHER,quot
orig_051,S9789177786825,Kämpa tjejer! - S1,Jenny Gromark Wennberg,Storytel Original,2018-10-09,F,original,OTHER,quot
orig_052,S9789177351993,Kropparna i Timmerdalen - S1,Gustaf Gustafsson,Storytel Original,2017-04-28,M,original,OTHER,quot
orig_053,S9789179673031,Lillforsa Ladies,Karin Janson,Storytel Original,2020-12-01,F,original,OTHER,quot
orig_054,S9789178151608,Majken Linds mordmysterier - S1,"Boel Bermann, Olle Söderström",Storytel Original,2018-03-19,2,original,CRIME,quot
orig_055,S9789177350804,Maskeradstaden,Maria Monciu,Storytel Original,2016-08-02,F,original,OTHER,quot
orig_056,9789179910495,Mördarens syster,Emma Andersson,Storytel Original,2019-04-23,F,original,CRIME,quot
orig_057,9789179677657,Mörkermannen,Anna Bågstam,Storytel Original,2021-01-11,F,original,CRIME,quot
orig_058,S9789177912385,Mörkt arv - S1,Arianna Bommarco,Storytel Original,2017-11-28,F,original,CRIME,quot
orig_059,9789179256692,Nära gränsen – Gisslan,Daniel Åberg,Storytel Original,2019-07-30,M,original,CRIME,quot
orig_060,9789179910549,Nära gränsen – Hotet,Daniel Åberg,Storytel Original,2020-11-25,M,original,CRIME,quot
orig_061,S9789178412303,Nina i Granbergsbyn - S1,Anna Holmström Degerman,Storytel Original,2018-11-06,F,original,OTHER,quot
orig_062,S9789179076207,Nina i Granbergsbyn - S2,Anna Holmström Degerman,Storytel Original,2019-11-13,F,original,OTHER,quot
orig_063,9789180111058,Ögonvittnet,Anna Bågstam,Storytel Original,2018-05-15,F,original,CRIME,quot
orig_064,S9789177614920,Önskebrunnen - S1,"Felicia Welander, Peo Bengtsson",Storytel Original,2017-09-19,2,original,CRIME,quot
orig_065,9789178075010,Panopticon,JC Koldemo,Storytel Original,2020-09-02,F,original,OTHER,quot
orig_066,9789177617105,Rovdrift,Joel Wallon,Storytel Original,2020-07-22,M,original,OTHER,other
orig_067,S9789177350408,Ryggdjur,Hanna von Corswant,Storytel Original,2016-11-08,F,original,CRIME,quot
orig_068,S9789178608447,Saknad - S1,Lone Theils,Storytel Original,2019-09-16,F,original,CRIME,quot
orig_069,S9789177354222,Samtal pågår,"Henrik Karlsson, Tiina Nevala",Storytel Original,2016-10-11,2,original,OTHER,quot
orig_070,S9789178151004,Sekten - S1,Maria Nordström,Storytel Original,2019-03-27,F,original,CRIME,quot
orig_071,9789179917920,Semesterkaos på Huvudkontoret,Gunnar Svensén,Storytel Original,2019-07-09,M,original,OTHER,quot
orig_072,9789180111072,Skuggspelet,Anna Bågstam,Storytel Original,2019-10-07,F,original,CRIME,quot
orig_073,9789178414826,Slutspel,Nina Hampusson,Storytel Original,2020-10-16,F,original,OTHER,quot
orig_074,S9789177610311,Sofia Tholls kabinett - S1,Elisabeth Östnäs,Storytel Original,2017-06-13,F,original,CRIME,quot
orig_075,S9789178171033,Stackars Birger - S1,Martina Montelius,Storytel Original,2018-09-18,F,original,OTHER,quot
orig_076,S9789177350903,Stockholm Psycho,Anna Bågstam,Storytel Original,2016-10-25,F,original,CRIME,quot
orig_077,S9789178391608,Storm,Karina Berg Johansson,Storytel Original,2020-07-22,F,original,CRIME,quot
orig_078,S9789176135181,Summer Karlsson - S1,Johanna Nilsson,Storytel Original,2017-03-07,F,original,OTHER,quot
orig_079,S9789177787884,Summer Karlsson - S2,Johanna Nilsson,Storytel Original,2017-10-24,F,original,OTHER,quot
orig_080,S9789178158386,Summer Karlsson - S3,Johanna Nilsson,Storytel Original,2018-09-25,F,original,OTHER,quot
orig_081,S9789176135365,Svart stjärna - S1,"Jesper Ersgård, Joakim Ersgård",Storytel Original,2016-07-05,M,original,OTHER,dash
orig_082,S9789177352402,Svart stjärna - S2,"Jesper Ersgård, Joakim Ersgård",Storytel Original,2016-12-13,M,original,OTHER,dash
orig_083,S9789177611882,Svart stjärna - S3,"Jesper Ersgård, Joakim Ersgård",Storytel Original,2017-07-18,M,original,OTHER,dash
orig_085,S9789176135266,Tick Tack - S1,Leffe Grimwalker,Storytel Original,2016-08-16,M,original,CRIME,quot
orig_086,S9789177358176,Tick Tack - S2,Leffe Grimwalker,Storytel Original,2017-03-28,M,original,CRIME,quot
orig_087,S9789177919681,Tick Tack - S3,Leffe Grimwalker,Storytel Original,2018-07-17,M,original,CRIME,quot
orig_088,9789179259464,Tio platser du måste besöka efter min död,Karin Wallén,Storytel Original,2017-08-15,F,original,OTHER,quot
orig_089,S9789179076405,Utpost,Dmitry Glukhovsky,Storytel Original,2019-09-25,M,original,OTHER,quot
orig_091,S9789176135945,Vargland - S1,Björn Olofsson,Storytel Original,2016-06-21,M,original,CRIME,quot
orig_092,S9789177613343,Vargland - S2,Björn Olofsson,Storytel Original,2017-08-08,M,original,CRIME,quot
orig_093,S9789177351108,Vespers vidunderliga äventyr,Ida Kjellin,Storytel Original,2016-11-15,F,original,OTHER,quot
orig_094,S9789179076009,Victoria Bonde - Jakten,Leffe Grimwalker,Storytel Original,2020-08-12,M,original,CRIME,quot
orig_095,9789179910716,Virus:1,Daniel Åberg,Storytel Original,2016-07-12,M,original,OTHER,quot
orig_096,9789179910730,Virus:2,Daniel Åberg,Storytel Original,2017-01-24,M,original,OTHER,quot
orig_097,9789179910754,Virus:3,Daniel Åberg,Storytel Original,2017-06-28,M,original,OTHER,quot
orig_098,9789179910778,Virus:4,Daniel Åberg,Storytel Original,2018-04-03,M,original,OTHER,quot
orig_099,9789179910792,Virus:5,Daniel Åberg,Storytel Original,2018-10-23,M,original,OTHER,quot
orig_100,9789179910815,Virus:6,Daniel Åberg,Storytel Original,2019-05-05,M,original,OTHER,quot
orig_101,9789179076801,Virus:7,Daniel Åberg,Storytel Original,2020-05-05,M,original,OTHER,quot
orig_102,S9789177358435,Westins bageri & kafé - S1,Solja Krapu-Kallio,Storytel Original,2016-12-01,F,original,OTHER,dash
orig_103,S9789177614821,Westins bageri & kafé - S2,Solja Krapu-Kallio,Storytel Original,2017-10-03,F,original,OTHER,dash
