id,isbn,title,all_authors,publisher,publication_date,author_gender,format,category,orthography
SvB_BS_166,9789164233189,Blå stjärnan,Jan Guillou,Piratförlaget,2015-09-03,M,bestseller,OTHER,quot
SvB_BS_167,9789113060798,Det som inte dödar oss : Millennium 4,David Lagercrantz,Norstedts,2015-09-10,M,bestseller,CRIME,quot
SvB_BS_168,9789173488594,Bombmakaren och hans kvinna,Leif G.W. Persson,Bonnier Audio,2015-07-27,M,bestseller,CRIME,dash
SvB_BS_169,9789176517321,Britt-Marie var här,Fredrik Backman,Bonnier Audio,2017-07-01,M,bestseller,OTHER,dash
SvB_BS_170,9789164233202,Mördar-Anders och hans vänner (samt en och annan ovän),Jonas Jonasson,Piratförlaget,2015-09-24,M,bestseller,OTHER,dash
SvB_BS_171,9789176510742,Allt jag inte minns,Jonas Hassen Khemiri,Bonnier Audio,2015-09-01,M,bestseller,PRESTIGE,dash
SvB_BS_172,9789176510629,STHLM DELETE,Jens Lapidus,Bonnier Audio,2015-10-07,M,bestseller,CRIME,quot
SvB_BS_173,9789164233196,Det är något som inte stämmer,Martina Haag,Piratförlaget,2015-11-20,F,bestseller,OTHER,dash
SvB_BS_174,9789173487962,Playground,Lars Kepler,Bonnier Audio,2015-10-21,2,bestseller,CRIME,quot
SvB_BS_175,9789164233158,Järnblod,Liza Marklund,Piratförlaget,2015-06-18,F,bestseller,CRIME,dash
SvB_BS_176,9789187343933,Arvet efter dig,Jojo Moyes,Printz Publishing,2015-12-25,F,bestseller,OTHER,quot
SvB_BS_177,9789164233004,Björndansen,Roslund & Thunberg,Piratförlaget,2014-05-28,M,bestseller,CRIME,dash
SvB_BS_178,9789113067537,Liv till varje pris,Kristina Sandberg,Norstedts,2014-11-27,F,bestseller,PRESTIGE,other
SvB_BS_179,9789176510926,Konsten att höra hjärtslag,Jan-Philipp Sendker,Bonnier Audio,2015-07-17,M,bestseller,OTHER,quot
SvB_BS_180,9789187343858,Etthundra mil,Jojo Moyes,Printz Publishing,2015-10-13,F,bestseller,OTHER,quot
SvB_BS_181,9789187343759,Sista brevet från din älskade,Jojo Moyes,Printz Publishing,2015-07-16,F,bestseller,OTHER,quot
SvB_BS_182,9789187377860,Visning pågår,Sofie Sarenbrant,Stockholm Text,2014-04-02,F,bestseller,CRIME,quot
SvB_BS_183,9789113067513,Att föda ett barn,Kristina Sandberg,Norstedts,2014-12-23,F,bestseller,OTHER,other
SvB_BS_184,9789164233066,Lotus blues,Kristina Ohlsson,Piratförlaget,2014-10-02,F,bestseller,CRIME,dash
SvB_BS_185,9789173488136,Offer utan ansikte,Stefan Ahnhem,Bonnier Audio,2014-06-25,M,bestseller,CRIME,quot
SvB_BS_186,9789176470008,Öppnas i händelse av min död,Liane Moriarty,Bonnier Audio,2015-04-08,F,bestseller,OTHER,quot
SvB_BS_187,9789127141070,Stoner,John Williams,Natur & Kultur,2014-07-03,M,bestseller,OTHER,quot
SvB_BS_188,9789173377508,I skymningen sjunger koltrasten,Linda Olsson,Brombergs,2015-12-17,F,bestseller,OTHER,quot
SvB_BS_189,9789173487986,I maktens skugga,Viveca Sten,Bonnier Audio,2014-05-15,F,bestseller,CRIME,quot
SvB_BS_190,9789175232508,Jakthundarna,Jørn Lier Horst,Word Audio Publishing,2014-03-27,M,bestseller,CRIME,quot
SvB_BS_191,9789113050881,Den stumma flickan,"Hans Rosenfeldt, Michael Hjorth",Norstedts,2014-09-25,M,bestseller,CRIME,quot
SvB_BS_192,9789164233325,Tre minuter,Roslund & Hellström,Piratförlaget,2016-05-26,M,bestseller,CRIME,dash
SvB_BS_193,9789176512579,Kaninjägaren,Lars Kepler,Bonnier Audio,2016-10-24,2,bestseller,CRIME,dash
SvB_BS_194,9789176513354,Kan man dö två gånger? : En roman om ett brott,Leif G.W. Persson,Bonnier Audio,2016-09-23,M,bestseller,CRIME,dash
SvB_BS_195,9789164233356,Äkta amerikanska jeans,Jan Guillou,Piratförlaget,2016-08-31,M,bestseller,OTHER,other
SvB_BS_196,9789176512524,Simma med de drunknade,Lars Mytting,Bonnier Audio,2016-04-21,M,bestseller,OTHER,quot
SvB_BS_198,9789187885181,Avdelning 73,Sofie Sarenbrant,Word Audio Publishing,2015-04-21,F,bestseller,CRIME,quot
SvB_BS_199,9789176511978,Det andra ansiktet,Mari Jungstedt,Bonnier Audio,2016-05-12,F,bestseller,CRIME,dash
SvB_BS_200,9789176512197,Störst av allt,Malin Persson Giolito,Bonnier Audio,2016-06-20,F,bestseller,CRIME,quot
SvB_BS_201,9789176511565,Snövit ska dö,Nele Neuhaus,Bonnier Audio,2015-12-22,F,bestseller,CRIME,quot
SvB_BS_202,9789188345639,Glöm mig,Alex Schulman,Stockholm Text,2016-10-06,M,bestseller,OTHER,quot
SvB_BS_204,9789127147362,I varje ögonblick är vi fortfarande vid liv,Tom Malmquist,Natur & Kultur,2015-10-08,M,bestseller,PRESTIGE,other
SvB_BS_205,9789176512814,Kvinna inför rätta,Louise Doughty,Bonnier Audio,2016-05-31,F,bestseller,CRIME,quot
SvB_BS_206,9789187885358,Tiggaren,Sofie Sarenbrant,Word Audio Publishing,2016-05-23,F,bestseller,CRIME,quot
SvB_BS_207,9789188345851,Bakom din rygg,Sofie Sarenbrant,Stockholm Text,2017-05-22,F,bestseller,CRIME,quot
SvB_BS_208,9789164233745,1968,Jan Guillou,Piratförlaget,2017-08-24,M,bestseller,OTHER,quot
SvB_BS_210,9789176512623,Arton grader minus,Stefan Ahnhem,Bonnier Audio,2016-10-13,M,bestseller,CRIME,quot
SvB_BS_211,9789176518359,Återstoden av dagen,Kazuo Ishiguro,Bonnier Audio,2017-11-22,M,bestseller,PRESTIGE,quot
SvB_BS_213,9789176511282,Hjärtats innersta röst,Jan-Philipp Sendker,Bonnier Audio,2016-03-09,M,bestseller,OTHER,quot
SvB_BS_214,9789174616644,Vänd dig inte om,Tove Alsterdal,Lind & Co,2016-08-22,F,bestseller,CRIME,quot
SvB_BS_215,9789113087009,De kommer att drunkna i sina mödrars tårar,Johannes Anyuru,Norstedts,2018-03-29,M,bestseller,PRESTIGE,quot
SvB_BS_216,9789176517086,Björnstad,Fredrik Backman,Bonnier Audio,2017-07-01,M,bestseller,OTHER,dash
SvB_BS_217,9789173431774,Italienska skor,Henning Mankell,Leopard Förlag,2018-02-23,M,bestseller,OTHER,dash
SvB_BS_218,9789173480888,Krigets gudar : Kejsaren IV,Conn Iggulden,Bonnier Audio,2009-10-13,M,bestseller,OTHER,quot
SvB_BS_219,9789113052953,Vänaste land,Åke Edwardson,Norstedts,2007-03-01,M,bestseller,CRIME,quot
SvB_BS_220,9789173481380,I denna ljuva sommartid,Mari Jungstedt,Bonnier Audio,2007-10-25,F,bestseller,CRIME,dash
SvB_BS_221,9789173134330,Lyckans hjul,Kajsa Ingemarsson,Norstedts,2007-08-01,F,bestseller,OTHER,quot
SvB_BS_222,9789164231659,Flickan under gatan,Roslund & Hellström,Piratförlaget,2007-09-01,M,bestseller,CRIME,dash
SvB_BS_223,9789173481441,Tröstaren,Karin Wahlberg,Bonnier Audio,2007-09-21,F,bestseller,CRIME,dash
SvB_BS_224,9789173481618,Skumtimmen,Johan Theorin,Bonnier Audio,2007-09-21,M,bestseller,CRIME,quot
SvB_BS_225,9789173483094,Tårtgeneralen,"Filip Hammar, Fredrik Wikingsson",Bonnier Audio,2009-11-20,M,bestseller,OTHER,quot
SvB_BS_226,9789100185978,Ängelns lek,Carlos Ruiz Zafon,Bonnier Audio,2020-04-14,M,bestseller,OTHER,dash
SvB_BS_227,9789173483056,Matthandlare Olssons död,Karin Wahlberg,Bonnier Audio,2009-11-13,F,bestseller,CRIME,quot
SvB_BS_228,9789173483421,Bergens väktare : Erövraren III,Conn Iggulden,Bonnier Audio,2009-11-03,M,bestseller,OTHER,quot
SvB_BS_229,9789173482998,Maskarna på Carmine Street,Håkan Nesser,Bonnier Audio,2009-08-14,M,bestseller,CRIME,quot
SvB_BS_230,9789173484190,Den farliga leken,Mari Jungstedt,Bonnier Audio,2010-05-21,F,bestseller,CRIME,dash
SvB_BS_231,9789173484183,De ensamma,Håkan Nesser,Bonnier Audio,2010-05-21,M,bestseller,CRIME,quot
SvB_BS_232,9789170364501,Vårlik,Mons Kallentoft,Storyside,2010-05-01,M,bestseller,CRIME,quot
SvB_BS_237,9789170361180,Låt den rätte komma in,John Ajvide Lindqvist,Storyside,2008-10-01,M,bestseller,OTHER,quot
SvB_BS_238,9789170369612,Shantaram,Gregory David Roberts,Brombergs,2007,M,bestseller,OTHER,quot
SvB_BS_240,9789113048802,Femtio nyanser av honom,E.L. James,Norstedts,2016-04-18,F,bestseller,OTHER,quot
SvB_BS_241,9789113048840,Femtio nyanser av mörker,E.L. James,Norstedts,2016-04-18,F,bestseller,OTHER,quot
SvB_BS_242,9789113092096,Morgon i Jenin,Susan Abulhawa,Norstedts,2019-03-13,F,bestseller,OTHER,quot
SvB_BS_243,9789113048871,Femtio nyanser av frihet,E.L. James,Norstedts,2016-04-18,F,bestseller,OTHER,quot
SvB_BS_244,9789113072999,Min fantastiska väninna,Elena Ferrante,Norstedts,2016-03-24,F,bestseller,OTHER,quot
SvB_BS_245,9789113075594,Hennes nya namn,Elena Ferrante,Norstedts,2016-10-11,F,bestseller,OTHER,quot
SvB_BS_246,9789188261441,Toner i natten,Jojo Moyes,Printz Publishing,2016-12-22,F,bestseller,OTHER,quot
SvB_BS_247,9789176790090,Kvinnan på tåget,Paula Hawkins,Norstedts,2015-04-02,F,bestseller,CRIME,quot
SvB_BS_248,9789176791264,Det lilla bageriet på strandpromenaden,Jenny Colgan,Norstedts,2016-06-09,F,bestseller,OTHER,quot
SvB_BS_249,9789113073828,Mannen som sökte sin skugga,David Lagercrantz,Norstedts,2017-09-07,M,bestseller,CRIME,quot
SvB_BS_250,9789176515846,Begynnelse,Dan Brown,Bonnier Audio,2017-10-30,M,bestseller,CRIME,quot
SvB_BS_251,9789176513439,Häxan,Camilla Läckberg,Bonnier Audio,2017-04-07,F,bestseller,CRIME,quot
SvB_BS_252,9789113080055,Det förlorade barnet,Elena Ferrante,Norstedts,2017-06-15,F,bestseller,PRESTIGE,quot
SvB_BS_253,9789113077536,"Den som stannar, den som går",Elena Ferrante,Norstedts,2017-01-18,F,bestseller,OTHER,quot
SvB_BS_254,9789176514580,Top dogg,Jens Lapidus,Bonnier Audio,2017-06-01,M,bestseller,CRIME,quot
SvB_BS_255,9789176513613,Törst,Jo Nesbø,Bonnier Audio,2017-03-21,M,bestseller,CRIME,quot
SvB_BS_256,9789176518366,Never let me go,Kazuo Ishiguro,Bonnier Audio,2017-11-03,M,bestseller,PRESTIGE,quot
SvB_BS_257,9789176511336,Det förlovade landet,Mari Jungstedt,Bonnier Audio,2017-05-12,F,bestseller,CRIME,dash
SvB_BS_258,9789176514665,Selfies,Jussi Adler-Olsen,Bonnier Audio,2017-04-25,M,bestseller,CRIME,quot
SvB_BS_259,9789176790823,Sommar på strandpromenaden,Jenny Colgan,Norstedts,2016-06-16,F,bestseller,OTHER,quot
SvB_BS_260,9789176792506,Jul i det lilla bageriet på strandpromenaden,Jenny Colgan,Norstedts,2016-12-01,F,bestseller,OTHER,quot
SvB_BS_261,9789176515815,Lazarus,Lars Kepler,Bonnier Audio,2018-10-19,2,bestseller,CRIME,dash
SvB_BS_262,9789113088907,Till minne av en villkorslös kärlek,Jonas Gardell,Norstedts,2018-08-24,M,bestseller,OTHER,other
SvB_BS_263,9789188745569,Bränn alla mina brev,Alex Schulman,Stockholm Text,2018-12-04,M,bestseller,OTHER,quot
SvB_BS_264,9789164233981,De som dödar drömmar sover aldrig,Jan Guillou,Piratförlaget,2018-11-01,M,bestseller,OTHER,quot
SvB_BS_265,9789177710400,En andra chans,Jojo Moyes,Printz Publishing,2018-07-31,F,bestseller,OTHER,quot
SvB_BS_266,9789176518670,Ett mörker mitt ibland oss,Mari Jungstedt,Bonnier Audio,2018-06-01,F,bestseller,CRIME,dash
SvB_BS_267,9789176518663,I fel sällskap,Viveca Sten,Bonnier Audio,2018-05-09,F,bestseller,CRIME,quot
SvB_BS_268,9789188545596,Syndabocken,Sofie Sarenbrant,Stockholm Text,2018-05-21,F,bestseller,CRIME,quot
SvB_BS_269,9789113070919,En högre rättvisa,"Hans Rosenfeldt, Michael Hjorth",Norstedts,2018-11-01,M,bestseller,CRIME,quot
SvB_BS_270,9789176518892,De vänsterhäntas förening,Håkan Nesser,Bonnier Audio,2018-07-27,M,bestseller,CRIME,quot
SvB_BS_271,9789164233929,Tre timmar,Anders Roslund,Piratförlaget,2018-05-31,M,bestseller,CRIME,dash
SvB_BS_273,9789176519899,1793,Niklas Natt och Dag,Bonnier Audio,2018-03-27,M,bestseller,CRIME,quot
SvB_BS_274,9789176793251,Den lilla bokhandeln runt hörnet,Jenny Colgan,Norstedts,2017-06-22,F,bestseller,OTHER,quot
SvB_BS_275,9789176518922,Silvervägen,Stina Jackson,Bonnier Audio,2018-05-22,F,bestseller,CRIME,dash
SvB_BS_276,9789176517451,Bara ett barn,Malin Persson Giolito,Bonnier Audio,2017-12-05,F,bestseller,CRIME,quot
SvB_BS_277,9789177710011,Ensam i Paris (och andra historier),Jojo Moyes,Printz Publishing,2017-12-13,F,bestseller,OTHER,quot
SvB_BS_278,9789176515983,Husdjuret,Camilla Grebe,Bonnier Audio,2017-09-14,F,bestseller,CRIME,dash
SvB_BS_279,9789177990840,Den tyska flickan,Armando Lucas Correa,Louise Bäckelin Förlag,2020-02-05,M,bestseller,OTHER,quot
SvB_BS_280,9789177618683,Strandcaféet,Lucy Diamond,Storyside,2017-08-24,F,bestseller,OTHER,quot
SvB_BS_281,9789176519448,Kvinnan i fönstret,A.J. Finn,Bonnier Audio,2018-04-10,M,bestseller,CRIME,quot
SvB_BS_282,9789188545954,Blodlokan,Louise Boije af Gennäs,Stockholm Text,2018-01-16,F,bestseller,CRIME,quot
SvB_BS_283,9789164233592,Syndafloder,Kristina Ohlsson,Piratförlaget,2017-03-09,F,bestseller,CRIME,dash
SvB_BS_285,9789176334423,Pappas pojke,Emelie Schepp,HarperCollins Nordic,2017-08-21,F,bestseller,CRIME,dash
SvB_BS_286,9789113073873,Hon som måste dö,David Lagercrantz,Norstedts,2019-08-22,M,bestseller,CRIME,quot
SvB_BS_287,9789178270903,En bur av guld,Camilla Läckberg,Bonnier Audio,2019-04-11,F,bestseller,CRIME,quot
SvB_BS_288,9789178273980,1794,Niklas Natt och Dag,Bonnier Audio,2019-09-18,M,bestseller,CRIME,quot
SvB_BS_289,9789164234186,Den andra dödssynden,Jan Guillou,Piratförlaget,2019-08-29,M,bestseller,OTHER,quot
SvB_BS_290,9789178272150,Jag ser dig,Mari Jungstedt,Bonnier Audio,2019-06-04,F,bestseller,CRIME,dash
SvB_BS_291,9789178272235,Kniv,Jo Nesbø,Bonnier Audio,2019-06-26,M,bestseller,CRIME,quot
SvB_BS_292,9789176335208,Broder Jakob,Emelie Schepp,HarperCollins Nordic,2019-03-21,F,bestseller,CRIME,dash
SvB_BS_293,9789178275366,Löparna,Olga Tokarczuk,Bonnier Audio,2019-11-29,F,bestseller,PRESTIGE,dash
SvB_BS_294,9789177711964,Bergens stjärnor,Jojo Moyes,Printz Publishing,2019-10-07,F,bestseller,OTHER,quot
SvB_BS_295,9789188859181,Skamvrån,Sofie Sarenbrant,Stockholm Text,2019-05-20,F,bestseller,CRIME,quot
SvB_BS_296,9789178271009,Folk med ångest,Fredrik Backman,Bonnier Audio,2019-04-25,M,bestseller,OTHER,quot
SvB_BS_297,9789178274284,I hemlighet begravd,Viveca Sten,Bonnier Audio,2019-10-21,F,bestseller,CRIME,quot
SvB_BS_298,9789164233950,Hundraettåringen som tänkte att han tänkte för mycket,Jonas Jonasson,Piratförlaget,2018-10-15,M,bestseller,OTHER,dash
SvB_BS_299,9789178272372,Jamåhonleva,Anders Roslund,Bonnier Audio,2019-07-19,M,bestseller,CRIME,dash
SvB_BS_300,9789177950998,Jag for ner till bror,Karin Smirnoff,Bokförlaget Polaris,2018-10-22,F,bestseller,PRESTIGE,other
SvB_BS_301,9789178270002,En helt vanlig familj,Mattias Edvardsson,Bonnier Audio,2018-06-20,M,bestseller,CRIME,quot
SvB_BS_302,9789177490401,Bokhandeln på Riverside Drive,Frida Skybäck,Modern Audio,2018-07-18,F,bestseller,OTHER,quot
SvB_BS_303,9789188107916,Tatueraren i Auschwitz,Heather Morris,Bokförlaget NoNa,2018-12-11,F,bestseller,OTHER,quot
SvB_BS_304,9789176795682,Sommar på den lilla ön i havet,Jenny Colgan,Norstedts,2018-05-12,F,bestseller,OTHER,quot
SvB_BS_305,9789188745071,Det som göms i snö,Carin Gerhardsen,Stockholm Text,2018-09-25,F,bestseller,CRIME,dash
SvB_BS_306,9789178270170,Motiv X,Stefan Ahnhem,Bonnier Audio,2018-09-19,M,bestseller,CRIME,quot
SvB_BS_307,9789127159693,Arv och miljö,Vigdis Hjorth,Natur & Kultur,2018-12-21,F,bestseller,PRESTIGE,other
SvB_BS_308,9789113088181,På egen hand,Marian Keyes,Norstedts,2018-08-03,M,bestseller,OTHER,quot
SvB_BS_309,9789100185282,Spegelmannen,Lars Kepler,Bonnier Audio,2020-10-21,2,bestseller,CRIME,dash
SvB_BS_310,9789178275625,Där kräftorna sjunger,Delia Owens,Bonnier Audio,2020-04-29,F,bestseller,OTHER,quot
SvB_BS_311,9789100186487,Samlade verk,Lydia Sandgren,Bonnier Audio,2020-05-13,F,bestseller,PRESTIGE,quot
SvB_BS_312,9789137156248,Vingar av silver,Camilla Läckberg,Bonnier Audio,2020-05-13,F,bestseller,CRIME,quot
SvB_BS_313,9789164234391,Slutet på historien,Jan Guillou,Piratförlaget,2020-08-24,M,bestseller,OTHER,quot
SvB_BS_314,9789100185954,Överlevarna,Alex Schulman,Bonnier Audio,2020-09-04,M,bestseller,OTHER,quot
SvB_BS_315,9789177952442,Sen for jag hem,Karin Smirnoff,Bokförlaget Polaris,2020-04-28,F,bestseller,OTHER,other
SvB_BS_316,9789189007499,Mytomanen,Sofie Sarenbrant,Stockholm Text,2020-05-25,F,bestseller,CRIME,quot
SvB_BS_317,9789113109305,Vargasommar,Hans Rosenfeldt,Norstedts,2020-09-24,M,bestseller,CRIME,quot
SvB_BS_318,9789177953135,Renegater,Klas Östergren,Bokförlaget Polaris,2020-09-10,M,bestseller,PRESTIGE,quot
SvB_BS_319,9789180060622,Solsystern : Electras bok,Lucinda Riley,Bazar Förlag,2020-10-28,F,bestseller,OTHER,quot
SvB_BS_320,9789100184230,Innan molnen kommer,Mari Jungstedt,Bonnier Audio,2020-06-01,F,bestseller,CRIME,dash
SvB_BS_321,9789127168916,Jag ser allt du gör,Annika Norlin,Weyler Förlag,2020-04-17,F,bestseller,PRESTIGE,quot
SvB_BS_323,9789189057326,Månsystern : Tiggys bok,Lucinda Riley,BZR Publishing AB,2020-01-27,F,bestseller,OTHER,quot
SvB_BS_324,9789177190615,Nio liv,Emelie Schepp,HarperCollins Nordic,2020-11-05,F,bestseller,CRIME,dash
SvB_BS_325,9789113098081,Testamente,Nina Wähä,Norstedts,2019-06-26,F,bestseller,PRESTIGE,dash
SvB_BS_326,9789177951483,Vi for upp med mor,Karin Smirnoff,Bokförlaget Polaris,2019-05-02,F,bestseller,OTHER,other
SvB_BS_327,9789113089645,Tillbaka till den lilla ön i havet,Jenny Colgan,Norstedts,2019-04-04,F,bestseller,OTHER,quot
SvB_BS_328,9789113093925,Det sista livet,"Peter Mohlin, Peter Nyström",Norstedts,2020-04-02,M,bestseller,CRIME,quot
SvB_BS_329,9789178272440,Krokodilväktaren,Katrine Engberg,Bonnier Audio,2019-06-11,F,bestseller,CRIME,quot
SvB_BS_330,9789177991724,Bokcirkeln vid världens ände,Frida Skybäck,Louise Bäckelin Förlag,2020-02-05,F,bestseller,OTHER,quot
SvB_BS_331,9789189007338,Råttkungen,Pascal Engman,Stockholm Text,2019-10-16,M,bestseller,CRIME,quot
SvB_BS_332,9789178274017,Normala människor,Sally Rooney,Bonnier Audio,2019-09-20,F,bestseller,PRESTIGE,other
SvB_BS_333,9789178272303,Det första chiffret,Denise Rudberg,Bonnier Audio,2019-05-13,F,bestseller,OTHER,dash
SvB_BS_334,9789113098968,Julafton på den lilla ön i havet,Jenny Colgan,Norstedts,2019-10-24,F,bestseller,OTHER,quot
