isbn,isbn_firstep,title,all_authors,season,episode,publisher,publication_date,length
9789178151301,9789178151301,1986 - S1E1,Jesper Ersgård,1,1,Storytel Original,2018-08-21,1.0289901000000001
9789178151318,9789178151301,1986 - S1E2,Jesper Ersgård,1,2,Storytel Original,2018-08-21,0.96772310000000006
9789178151325,9789178151301,1986 - S1E3,Jesper Ersgård,1,3,Storytel Original,2018-08-21,0.92132960000000008
9789178151332,9789178151301,1986 - S1E4,Jesper Ersgård,1,4,Storytel Original,2018-08-21,0.9030086
9789178151349,9789178151301,1986 - S1E5,Jesper Ersgård,1,5,Storytel Original,2018-08-21,0.9143164
9789178151356,9789178151301,1986 - S1E6,Jesper Ersgård,1,6,Storytel Original,2018-08-21,0.8887064
9789178151363,9789178151301,1986 - S1E7,Jesper Ersgård,1,7,Storytel Original,2018-08-21,0.9319479
9789178151370,9789178151301,1986 - S1E8,Jesper Ersgård,1,8,Storytel Original,2018-08-21,0.89759110000000009
9789178151387,9789178151301,1986 - S1E9,Jesper Ersgård,1,9,Storytel Original,2018-08-21,0.908564
9789178151394,9789178151301,1986 - S1E10,Jesper Ersgård,1,10,Storytel Original,2018-08-21,0.9414827
9789178691401,9789178691401,1986 - S2E1,Jesper Ersgård,2,1,Storytel Original,2019-06-19,0.97737610000000008
9789178691418,9789178691401,1986 - S2E2,Jesper Ersgård,2,2,Storytel Original,2019-06-19,0.9533815000000001
9789178691425,9789178691401,1986 - S2E3,Jesper Ersgård,2,3,Storytel Original,2019-06-19,0.92172360000000009
9789178691432,9789178691401,1986 - S2E4,Jesper Ersgård,2,4,Storytel Original,2019-06-19,0.9340952
9789178691449,9789178691401,1986 - S2E5,Jesper Ersgård,2,5,Storytel Original,2019-06-19,0.9159909
9789178691456,9789178691401,1986 - S2E6,Jesper Ersgård,2,6,Storytel Original,2019-06-19,0.95974460000000006
9789178691463,9789178691401,1986 - S2E7,Jesper Ersgård,2,7,Storytel Original,2019-06-19,0.9684323
9789178691470,9789178691401,1986 - S2E8,Jesper Ersgård,2,8,Storytel Original,2019-06-19,0.9648666
9789178691487,9789178691401,1986 - S2E9,Jesper Ersgård,2,9,Storytel Original,2019-06-19,0.98915670000000011
9789178691494,9789178691401,1986 - S2E10,Jesper Ersgård,2,10,Storytel Original,2019-06-19,0.996426
9789179076702,9789179076702,1986 - S3E1,Jesper Ersgård,3,1,Storytel Original,2020-06-24,0.8710158
9789179076719,9789179076702,1986 - S3E2,Jesper Ersgård,3,2,Storytel Original,2020-06-24,0.86305700000000007
9789179076726,9789179076702,1986 - S3E3,Jesper Ersgård,3,3,Storytel Original,2020-06-24,0.83352670000000006
9789179076733,9789179076702,1986 - S3E4,Jesper Ersgård,3,4,Storytel Original,2020-06-24,0.88342680000000007
9789179076740,9789179076702,1986 - S3E5,Jesper Ersgård,3,5,Storytel Original,2020-06-24,0.84818350000000009
9789179076757,9789179076702,1986 - S3E6,Jesper Ersgård,3,6,Storytel Original,2020-06-24,0.87257210000000007
9789179076764,9789179076702,1986 - S3E7,Jesper Ersgård,3,7,Storytel Original,2020-06-24,0.82401160000000007
9789179076771,9789179076702,1986 - S3E8,Jesper Ersgård,3,8,Storytel Original,2020-06-24,0.8106944
9789179076788,9789179076702,1986 - S3E9,Jesper Ersgård,3,9,Storytel Original,2020-06-24,0.9024373
9789179076795,9789179076702,1986 - S3E10,Jesper Ersgård,3,10,Storytel Original,2020-06-24,0.9530072
9789178914203,9789178914203,42 kilo kärlek - Del 1,Felicia Welander,1,1,Storytel Original,2020-04-15,1.024597
9789178914210,9789178914203,42 kilo kärlek - Del 2,Felicia Welander,1,2,Storytel Original,2020-04-15,1.0484734
9789178914227,9789178914203,42 kilo kärlek - Del 3,Felicia Welander,1,3,Storytel Original,2020-04-15,0.93852770000000008
9789178914234,9789178914203,42 kilo kärlek - Del 4,Felicia Welander,1,4,Storytel Original,2020-04-15,0.96707300000000007
9789178914241,9789178914203,42 kilo kärlek - Del 5,Felicia Welander,1,5,Storytel Original,2020-04-15,0.9153605
9789178914258,9789178914203,42 kilo kärlek - Del 6,Felicia Welander,1,6,Storytel Original,2020-04-15,1.024006
9789178914265,9789178914203,42 kilo kärlek - Del 7,Felicia Welander,1,7,Storytel Original,2020-04-15,0.9770412
9789178914272,9789178914203,42 kilo kärlek - Del 8,Felicia Welander,1,8,Storytel Original,2020-04-15,0.9629754
9789178914289,9789178914203,42 kilo kärlek - Del 9,Felicia Welander,1,9,Storytel Original,2020-04-15,1.0985508000000002
9789178914296,9789178914203,42 kilo kärlek - Del 10,Felicia Welander,1,10,Storytel Original,2020-04-15,0.83114300000000008
9789178606467,9789178606467,Annars tar jag dig - S1E01,C S Duffy,1,1,Storytel Original,2019-02-25,1.0618694
9789178606474,9789178606467,Annars tar jag dig - S1E02,C S Duffy,1,2,Storytel Original,2019-02-25,1.0845244
9789178606481,9789178606467,Annars tar jag dig - S1E03,C S Duffy,1,3,Storytel Original,2019-02-25,1.1492980000000002
9789178606498,9789178606467,Annars tar jag dig - S1E04,C S Duffy,1,4,Storytel Original,2019-02-25,1.0725074
9789178606504,9789178606467,Annars tar jag dig - S1E05,C S Duffy,1,5,Storytel Original,2019-02-25,1.0673460000000001
9789178606511,9789178606467,Annars tar jag dig - S1E06,C S Duffy,1,6,Storytel Original,2019-02-25,1.1050124000000001
9789178606528,9789178606467,Annars tar jag dig - S1E07,C S Duffy,1,7,Storytel Original,2019-02-25,1.0632484
9789178606535,9789178606467,Annars tar jag dig - S1E08,C S Duffy,1,8,Storytel Original,2019-02-25,0.8422341000000001
9789178606542,9789178606467,Annars tar jag dig - S1E09,C S Duffy,1,9,Storytel Original,2019-02-25,0.83323120000000006
9789178606559,9789178606467,Annars tar jag dig - S1E10,C S Duffy,1,10,Storytel Original,2019-02-25,0.7797851
9789178010400,9789178010400,Bergtagen - S1E1,"Linda Skugge, Sigrid Tollgård",1,1,Storytel Original,2017-10-31,0.98744280000000006
9789178010417,9789178010400,Bergtagen - S1E2,"Linda Skugge, Sigrid Tollgård",1,2,Storytel Original,2017-10-31,1.0598994000000002
9789178010424,9789178010400,Bergtagen - S1E3,"Linda Skugge, Sigrid Tollgård",1,3,Storytel Original,2017-10-31,1.1188221
9789178010431,9789178010400,Bergtagen - S1E4,"Linda Skugge, Sigrid Tollgård",1,4,Storytel Original,2017-10-31,1.0463064
9789178010448,9789178010400,Bergtagen - S1E5,"Linda Skugge, Sigrid Tollgård",1,5,Storytel Original,2017-10-31,1.1370249000000001
9789178010455,9789178010400,Bergtagen - S1E6,"Linda Skugge, Sigrid Tollgård",1,6,Storytel Original,2017-10-31,0.84254930000000006
9789178010462,9789178010400,Bergtagen - S1E7,"Linda Skugge, Sigrid Tollgård",1,7,Storytel Original,2017-10-31,1.0625589
9789178010479,9789178010400,Bergtagen - S1E8,"Linda Skugge, Sigrid Tollgård",1,8,Storytel Original,2017-10-31,0.9921117
9789178010486,9789178010400,Bergtagen - S1E9,"Linda Skugge, Sigrid Tollgård",1,9,Storytel Original,2017-10-31,0.94713660000000011
9789178010493,9789178010400,Bergtagen - S1E10,"Linda Skugge, Sigrid Tollgård",1,10,Storytel Original,2017-10-31,0.9913631
9789177611271,9789177611271,"Blod, tvätt & dårar - S1E1",Max Landergård,1,1,Storytel Original,2016-12-27,0.97597740000000011
9789177611288,9789177611271,"Blod, tvätt & dårar - S1E2",Max Landergård,1,2,Storytel Original,2016-12-27,0.9917177
9789177611295,9789177611271,"Blod, tvätt & dårar - S1E3",Max Landergård,1,3,Storytel Original,2016-12-27,0.8480653
9789177611301,9789177611271,"Blod, tvätt & dårar - S1E4",Max Landergård,1,4,Storytel Original,2016-12-27,0.7188924
9789177611318,9789177611271,"Blod, tvätt & dårar - S1E5",Max Landergård,1,5,Storytel Original,2016-12-27,0.9346468
9789177611325,9789177611271,"Blod, tvätt & dårar - S1E6",Max Landergård,1,6,Storytel Original,2016-12-27,0.9226889
9789177611332,9789177611271,"Blod, tvätt & dårar - S1E7",Max Landergård,1,7,Storytel Original,2016-12-27,0.9380155
9789177611349,9789177611271,"Blod, tvätt & dårar - S1E8",Max Landergård,1,8,Storytel Original,2016-12-27,0.95403160000000009
9789177611356,9789177611271,"Blod, tvätt & dårar - S1E9",Max Landergård,1,9,Storytel Original,2016-12-27,0.93104170000000008
9789177611363,9789177611271,"Blod, tvätt & dårar - S1E10",Max Landergård,1,10,Storytel Original,2016-12-27,0.88411630000000008
9789177357797,9789177357797,Blodet ropar - S1E1,Edmond Alonso,1,1,Storytel Original,2016-11-22,1.0371459
9789177357803,9789177357797,Blodet ropar - S1E2,Edmond Alonso,1,2,Storytel Original,2016-11-22,0.95775490000000008
9789177357810,9789177357797,Blodet ropar - S1E3,Edmond Alonso,1,3,Storytel Original,2016-11-22,1.1261899
9789177357827,9789177357797,Blodet ropar - S1E4,Edmond Alonso,1,4,Storytel Original,2016-11-22,0.9799174
9789177357834,9789177357797,Blodet ropar - S1E5,Edmond Alonso,1,5,Storytel Original,2016-11-22,1.0121663
9789177357841,9789177357797,Blodet ropar - S1E6,Edmond Alonso,1,6,Storytel Original,2016-11-22,1.031689
9789177357858,9789177357797,Blodet ropar - S1E7,Edmond Alonso,1,7,Storytel Original,2016-11-22,1.0152789
9789177357865,9789177357797,Blodet ropar - S1E8,Edmond Alonso,1,8,Storytel Original,2016-11-22,1.0598797
9789177357872,9789177357797,Blodet ropar - S1E9,Edmond Alonso,1,9,Storytel Original,2016-11-22,1.0670505000000001
9789177357889,9789177357797,Blodet ropar - S1E10,Edmond Alonso,1,10,Storytel Original,2016-11-22,1.1510513
9789177352006,9789177352006,Byvalla - S1E1,Karin Janson,1,1,Storytel Original,2016-07-26,0.8629388
9789177352013,9789177352006,Byvalla - S1E2,Karin Janson,1,2,Storytel Original,2016-07-26,0.92129020000000006
9789177352020,9789177352006,Byvalla - S1E3,Karin Janson,1,3,Storytel Original,2016-07-26,0.8643178
9789177352037,9789177352006,Byvalla - S1E4,Karin Janson,1,4,Storytel Original,2016-07-26,0.8449527
9789177352044,9789177352006,Byvalla - S1E5,Karin Janson,1,5,Storytel Original,2016-07-26,0.81755
9789177352051,9789177352006,Byvalla - S1E6,Karin Janson,1,6,Storytel Original,2016-07-26,0.9218024
9789177352068,9789177352006,Byvalla - S1E7,Karin Janson,1,7,Storytel Original,2016-07-26,0.86250540000000009
9789177352075,9789177352006,Byvalla - S1E8,Karin Janson,1,8,Storytel Original,2016-07-26,0.89398600000000006
9789177352082,9789177352006,Byvalla - S1E9,Karin Janson,1,9,Storytel Original,2016-07-26,0.91161750000000008
9789177352099,9789177352006,Byvalla - S1E10,Karin Janson,1,10,Storytel Original,2016-07-26,0.88297370000000008
9789177787235,9789177787235,Byvalla - S2E1,Karin Janson,2,1,Storytel Original,2017-05-10,1.0294826000000001
9789177787242,9789177787235,Byvalla - S2E2,Karin Janson,2,2,Storytel Original,2017-05-10,1.0959701000000002
9789177787259,9789177787235,Byvalla - S2E3,Karin Janson,2,3,Storytel Original,2017-05-10,1.0738076
9789177787266,9789177787235,Byvalla - S2E4,Karin Janson,2,4,Storytel Original,2017-05-10,0.9644332000000001
9789177787273,9789177787235,Byvalla - S2E5,Karin Janson,2,5,Storytel Original,2017-05-10,0.9790506000000001
9789177787280,9789177787235,Byvalla - S2E6,Karin Janson,2,6,Storytel Original,2017-05-10,0.9840347
9789177787297,9789177787235,Byvalla - S2E7,Karin Janson,2,7,Storytel Original,2017-05-10,0.9578731
9789177787303,9789177787235,Byvalla - S2E8,Karin Janson,2,8,Storytel Original,2017-05-10,0.96334970000000009
9789177787310,9789177787235,Byvalla - S2E9,Karin Janson,2,9,Storytel Original,2017-05-10,0.97564250000000008
9789177787327,9789177787235,Byvalla - S2E10,Karin Janson,2,10,Storytel Original,2017-05-10,0.99983410000000006
9789177788478,9789177788478,Byvalla - S3E1,Karin Janson,3,1,Storytel Original,2018-02-27,1.0806632
9789177788485,9789177788478,Byvalla - S3E2,Karin Janson,3,2,Storytel Original,2018-02-27,1.0171898000000001
9789177788492,9789177788478,Byvalla - S3E3,Karin Janson,3,3,Storytel Original,2018-02-27,1.0491235
9789177788508,9789177788478,Byvalla - S3E4,Karin Janson,3,4,Storytel Original,2018-02-27,0.9997553
9789177788515,9789177788478,Byvalla - S3E5,Karin Janson,3,5,Storytel Original,2018-02-27,1.0221542000000001
9789177788522,9789177788478,Byvalla - S3E6,Karin Janson,3,6,Storytel Original,2018-02-27,0.9924663
9789177788539,9789177788478,Byvalla - S3E7,Karin Janson,3,7,Storytel Original,2018-02-27,0.9866548
9789177788546,9789177788478,Byvalla - S3E8,Karin Janson,3,8,Storytel Original,2018-02-27,1.0617118
9789177788553,9789177788478,Byvalla - S3E9,Karin Janson,3,9,Storytel Original,2018-02-27,1.042721
9789177788560,9789177788478,Byvalla - S3E10,Karin Janson,3,10,Storytel Original,2018-02-27,1.0957928000000001
9789178417049,9789178417049,Centralgången - Del 1,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,1,Storytel Original,2018-12-01,0.6803789
9789178417056,9789178417049,Centralgången - Del 2,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,2,Storytel Original,2018-12-02,0.61647210000000008
9789178417063,9789178417049,Centralgången - Del 3,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,3,Storytel Original,2018-12-03,0.5826669
9789178417070,9789178417049,Centralgången - Del 4,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,4,Storytel Original,2018-12-04,0.5269553
9789178417087,9789178417049,Centralgången - Del 5,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,5,Storytel Original,2018-12-05,0.57336850000000006
9789178417094,9789178417049,Centralgången - Del 6,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,6,Storytel Original,2018-12-06,0.5450793
9789178417100,9789178417049,Centralgången - Del 7,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,7,Storytel Original,2018-12-07,0.5549096
9789178417117,9789178417049,Centralgången - Del 8,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,8,Storytel Original,2018-12-08,0.5508908
9789178417124,9789178417049,Centralgången - Del 9,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,9,Storytel Original,2018-12-09,0.5538064
9789178417131,9789178417049,Centralgången - Del 10,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,10,Storytel Original,2018-12-10,0.5533139
9789178417148,9789178417049,Centralgången - Del 11,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,11,Storytel Original,2018-12-11,0.5527623
9789178417155,9789178417049,Centralgången - Del 12,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,12,Storytel Original,2018-12-12,0.49575050000000004
9789178417162,9789178417049,Centralgången - Del 13,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,13,Storytel Original,2018-12-13,0.54972850000000006
9789178417179,9789178417049,Centralgången - Del 14,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,14,Storytel Original,2018-12-14,0.53119080000000007
9789178417186,9789178417049,Centralgången - Del 15,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,15,Storytel Original,2018-12-15,0.53981940000000006
9789178417193,9789178417049,Centralgången - Del 16,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,16,Storytel Original,2018-12-16,0.5697831
9789178417209,9789178417049,Centralgången - Del 17,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,17,Storytel Original,2018-12-17,0.5682859
9789178417216,9789178417049,Centralgången - Del 18,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,18,Storytel Original,2018-12-18,0.5514227
9789178417223,9789178417049,Centralgången - Del 19,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,19,Storytel Original,2018-12-19,0.5677934
9789178417230,9789178417049,Centralgången - Del 20,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,20,Storytel Original,2018-12-20,0.51771600000000007
9789178417247,9789178417049,Centralgången - Del 21,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,21,Storytel Original,2018-12-21,0.5141109
9789178417254,9789178417049,Centralgången - Del 22,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,22,Storytel Original,2018-12-22,0.5484677
9789178417261,9789178417049,Centralgången - Del 23,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,23,Storytel Original,2018-12-23,0.5223455
9789178417278,9789178417049,Centralgången - Del 24,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",1,24,Storytel Original,2018-12-24,0.4964794
9789177916536,9789177916536,Dalagatan 14 - S1E1,"Karina Berg Johansson, Magnus Nordin",1,1,Storytel Original,2017-12-01,0.41901900000000003
9789177916543,9789177916536,Dalagatan 14 - S1E2,"Karina Berg Johansson, Magnus Nordin",1,2,Storytel Original,2017-12-02,0.42991310000000005
9789177916550,9789177916536,Dalagatan 14 - S1E3,"Karina Berg Johansson, Magnus Nordin",1,3,Storytel Original,2017-12-03,0.4217967
9789177916567,9789177916536,Dalagatan 14 - S1E4,"Karina Berg Johansson, Magnus Nordin",1,4,Storytel Original,2017-12-04,0.42863260000000003
9789177916574,9789177916536,Dalagatan 14 - S1E5,"Karina Berg Johansson, Magnus Nordin",1,5,Storytel Original,2017-12-05,0.4029241
9789177916581,9789177916536,Dalagatan 14 - S1E6,"Karina Berg Johansson, Magnus Nordin",1,6,Storytel Original,2017-12-06,0.5294375
9789177916598,9789177916536,Dalagatan 14 - S1E7,"Karina Berg Johansson, Magnus Nordin",1,7,Storytel Original,2017-12-07,0.4225256
9789177916604,9789177916536,Dalagatan 14 - S1E8,"Karina Berg Johansson, Magnus Nordin",1,8,Storytel Original,2017-12-08,0.4160837
9789177916611,9789177916536,Dalagatan 14 - S1E9,"Karina Berg Johansson, Magnus Nordin",1,9,Storytel Original,2017-12-09,0.4215012
9789177916628,9789177916536,Dalagatan 14 - S1E10,"Karina Berg Johansson, Magnus Nordin",1,10,Storytel Original,2017-12-10,0.42337270000000005
9789177916635,9789177916536,Dalagatan 14 - S1E11,"Karina Berg Johansson, Magnus Nordin",1,11,Storytel Original,2017-12-11,0.4221513
9789177916642,9789177916536,Dalagatan 14 - S1E12,"Karina Berg Johansson, Magnus Nordin",1,12,Storytel Original,2017-12-12,0.45375010000000005
9789177916659,9789177916536,Dalagatan 14 - S1E13,"Karina Berg Johansson, Magnus Nordin",1,13,Storytel Original,2017-12-13,0.428672
9789177916666,9789177916536,Dalagatan 14 - S1E14,"Karina Berg Johansson, Magnus Nordin",1,14,Storytel Original,2017-12-14,0.43241500000000005
9789177916673,9789177916536,Dalagatan 14 - S1E15,"Karina Berg Johansson, Magnus Nordin",1,15,Storytel Original,2017-12-15,0.44133910000000004
9789177916680,9789177916536,Dalagatan 14 - S1E16,"Karina Berg Johansson, Magnus Nordin",1,16,Storytel Original,2017-12-16,0.42124510000000004
9789177916697,9789177916536,Dalagatan 14 - S1E17,"Karina Berg Johansson, Magnus Nordin",1,17,Storytel Original,2017-12-17,0.3327724
9789177916703,9789177916536,Dalagatan 14 - S1E18,"Karina Berg Johansson, Magnus Nordin",1,18,Storytel Original,2017-12-18,0.4312724
9789177916710,9789177916536,Dalagatan 14 - S1E19,"Karina Berg Johansson, Magnus Nordin",1,19,Storytel Original,2017-12-19,0.424732
9789177916727,9789177916536,Dalagatan 14 - S1E20,"Karina Berg Johansson, Magnus Nordin",1,20,Storytel Original,2017-12-20,0.4200434
9789177916734,9789177916536,Dalagatan 14 - S1E21,"Karina Berg Johansson, Magnus Nordin",1,21,Storytel Original,2017-12-21,0.4244759
9789177916741,9789177916536,Dalagatan 14 - S1E22,"Karina Berg Johansson, Magnus Nordin",1,22,Storytel Original,2017-12-22,0.4570597
9789177916758,9789177916536,Dalagatan 14 - S1E23,"Karina Berg Johansson, Magnus Nordin",1,23,Storytel Original,2017-12-23,0.3839727
9789177916765,9789177916536,Dalagatan 14 - S1E24,"Karina Berg Johansson, Magnus Nordin",1,24,Storytel Original,2017-12-24,0.45977830000000003
9789177615408,9789177615408,De herrelösa hundarna - S1E1,Fredrik Hardenborg,1,1,Storytel Original,2017-03-20,0.97727760000000008
9789177615415,9789177615408,De herrelösa hundarna - S1E2,Fredrik Hardenborg,1,2,Storytel Original,2017-03-20,0.96494540000000006
9789177615422,9789177615408,De herrelösa hundarna - S1E3,Fredrik Hardenborg,1,3,Storytel Original,2017-03-20,0.92861860000000007
9789177615439,9789177615408,De herrelösa hundarna - S1E4,Fredrik Hardenborg,1,4,Storytel Original,2017-03-20,0.95854290000000009
9789177615446,9789177615408,De herrelösa hundarna - S1E5,Fredrik Hardenborg,1,5,Storytel Original,2017-03-20,0.9996568
9789177615453,9789177615408,De herrelösa hundarna - S1E6,Fredrik Hardenborg,1,6,Storytel Original,2017-03-20,0.9868124
9789177615460,9789177615408,De herrelösa hundarna - S1E7,Fredrik Hardenborg,1,7,Storytel Original,2017-03-20,0.9625026000000001
9789177615477,9789177615408,De herrelösa hundarna - S1E8,Fredrik Hardenborg,1,8,Storytel Original,2017-03-20,0.9230435
9789177615484,9789177615408,De herrelösa hundarna - S1E9,Fredrik Hardenborg,1,9,Storytel Original,2017-03-20,0.8681396
9789177615491,9789177615408,De herrelösa hundarna - S1E10,Fredrik Hardenborg,1,10,Storytel Original,2017-03-20,0.90092040000000007
9789177610618,9789177610618,De själlösa - S1E1,Helene Holmström,1,1,Storytel Original,2017-07-04,1.0434893
9789177610625,9789177610618,De själlösa - S1E2,Helene Holmström,1,2,Storytel Original,2017-07-04,1.0034392
9789177610632,9789177610618,De själlösa - S1E3,Helene Holmström,1,3,Storytel Original,2017-07-04,1.0483355
9789177610649,9789177610618,De själlösa - S1E4,Helene Holmström,1,4,Storytel Original,2017-07-04,1.0871839
9789177610656,9789177610618,De själlösa - S1E5,Helene Holmström,1,5,Storytel Original,2017-07-04,1.0524922
9789177610663,9789177610618,De själlösa - S1E6,Helene Holmström,1,6,Storytel Original,2017-07-04,1.0098023
9789177610670,9789177610618,De själlösa - S1E7,Helene Holmström,1,7,Storytel Original,2017-07-04,0.9858274
9789177610687,9789177610618,De själlösa - S1E8,Helene Holmström,1,8,Storytel Original,2017-07-04,1.0373035000000002
9789177610694,9789177610618,De själlösa - S1E9,Helene Holmström,1,9,Storytel Original,2017-07-04,1.0331074
9789177610700,9789177610618,De själlösa - S1E10,Helene Holmström,1,10,Storytel Original,2017-07-04,1.0870263
9789177615187,9789177615187,Deadline - S1E1,Carl V Andersson,1,1,Storytel Original,2017-02-21,0.86112640000000007
9789177615194,9789177615187,Deadline - S1E2,Carl V Andersson,1,2,Storytel Original,2017-02-21,0.9532633
9789177615200,9789177615187,Deadline - S1E3,Carl V Andersson,1,3,Storytel Original,2017-02-21,0.9159121
9789177615217,9789177615187,Deadline - S1E4,Carl V Andersson,1,4,Storytel Original,2017-02-21,0.86063390000000006
9789177615224,9789177615187,Deadline - S1E5,Carl V Andersson,1,5,Storytel Original,2017-02-21,0.7666846
9789177615231,9789177615187,Deadline - S1E6,Carl V Andersson,1,6,Storytel Original,2017-02-21,0.65725110000000009
9789177615248,9789177615187,Deadline - S1E7,Carl V Andersson,1,7,Storytel Original,2017-02-21,0.7920779
9789177615255,9789177615187,Deadline - S1E8,Carl V Andersson,1,8,Storytel Original,2017-02-21,0.6706274
9789177615262,9789177615187,Deadline - S1E9,Carl V Andersson,1,9,Storytel Original,2017-02-21,0.8807870000000001
9789177615279,9789177615187,Deadline - S1E10,Carl V Andersson,1,10,Storytel Original,2017-02-21,1.0069261
9789178170937,9789178170937,Dolt nummer - S1E1,Niklas Lindroth,1,1,Storytel Original,2019-08-01,1.0055471
9789178170944,9789178170937,Dolt nummer - S1E2,Niklas Lindroth,1,2,Storytel Original,2019-08-01,1.0073792000000001
9789178170951,9789178170937,Dolt nummer - S1E3,Niklas Lindroth,1,3,Storytel Original,2019-08-01,0.92436340000000006
9789178170968,9789178170937,Dolt nummer - S1E4,Niklas Lindroth,1,4,Storytel Original,2019-08-01,0.876453
9789178170975,9789178170937,Dolt nummer - S1E5,Niklas Lindroth,1,5,Storytel Original,2019-08-01,0.88584990000000008
9789178170982,9789178170937,Dolt nummer - S1E6,Niklas Lindroth,1,6,Storytel Original,2019-08-01,0.9208962
9789178170999,9789178170937,Dolt nummer - S1E7,Niklas Lindroth,1,7,Storytel Original,2019-08-01,0.8753104
9789178171002,9789178170937,Dolt nummer - S1E8,Niklas Lindroth,1,8,Storytel Original,2019-08-01,0.96821560000000007
9789178171019,9789178170937,Dolt nummer - S1E9,Niklas Lindroth,1,9,Storytel Original,2019-08-01,0.8417219
