isbn,isbn_firstep,title,all_authors,season,episode,publisher,publication_date,length
9789177615392,9789177615309,Summer Karlsson - S1E10,Johanna Nilsson,1,10,Storytel Original,2017-03-07,1.2744324
9789178014118,9789178014118,Summer Karlsson - S2E1,Johanna Nilsson,2,1,Storytel Original,2017-10-24,0.9697128
9789178014125,9789178014118,Summer Karlsson - S2E2,Johanna Nilsson,2,2,Storytel Original,2017-10-24,0.97619410000000006
9789178014132,9789178014118,Summer Karlsson - S2E3,Johanna Nilsson,2,3,Storytel Original,2017-10-24,0.9919147
9789178014149,9789178014118,Summer Karlsson - S2E4,Johanna Nilsson,2,4,Storytel Original,2017-10-24,1.1546761
9789178014156,9789178014118,Summer Karlsson - S2E5,Johanna Nilsson,2,5,Storytel Original,2017-10-24,0.92341780000000007
9789178014163,9789178014118,Summer Karlsson - S2E6,Johanna Nilsson,2,6,Storytel Original,2017-10-24,0.98708820000000008
9789178014170,9789178014118,Summer Karlsson - S2E7,Johanna Nilsson,2,7,Storytel Original,2017-10-24,1.0249713
9789178014187,9789178014118,Summer Karlsson - S2E8,Johanna Nilsson,2,8,Storytel Original,2017-10-24,0.9496582
9789178014194,9789178014118,Summer Karlsson - S2E9,Johanna Nilsson,2,9,Storytel Original,2017-10-24,1.0480203000000001
9789178014200,9789178014118,Summer Karlsson - S2E10,Johanna Nilsson,2,10,Storytel Original,2017-10-24,0.8605945
9789178158485,9789178158485,Summer Karlsson - S3E1,Johanna Nilsson,3,1,Storytel Original,2018-09-25,0.9685308
9789178158492,9789178158485,Summer Karlsson - S3E2,Johanna Nilsson,3,2,Storytel Original,2018-09-25,0.68494930000000009
9789178158508,9789178158485,Summer Karlsson - S3E3,Johanna Nilsson,3,3,Storytel Original,2018-09-25,0.8304141
9789178158515,9789178158485,Summer Karlsson - S3E4,Johanna Nilsson,3,4,Storytel Original,2018-09-25,0.8802157
9789178158522,9789178158485,Summer Karlsson - S3E5,Johanna Nilsson,3,5,Storytel Original,2018-09-25,0.9272002
9789178158539,9789178158485,Summer Karlsson - S3E6,Johanna Nilsson,3,6,Storytel Original,2018-09-25,0.8803339
9789178158546,9789178158485,Summer Karlsson - S3E7,Johanna Nilsson,3,7,Storytel Original,2018-09-25,0.8315567
9789178158553,9789178158485,Summer Karlsson - S3E8,Johanna Nilsson,3,8,Storytel Original,2018-09-25,0.81181730000000007
9789178158560,9789178158485,Summer Karlsson - S3E9,Johanna Nilsson,3,9,Storytel Original,2018-09-25,0.8023416000000001
9789178158577,9789178158485,Summer Karlsson - S3E10,Johanna Nilsson,3,10,Storytel Original,2018-09-25,0.7495653
9789177350309,9789177350309,Svart stjärna - S1E1,"Jesper Ersgård, Joakim Ersgård",1,1,Storytel Original,2016-07-05,1.4957225
9789177350316,9789177350309,Svart stjärna - S1E2,"Jesper Ersgård, Joakim Ersgård",1,2,Storytel Original,2016-07-05,0.8781078000000001
9789177350323,9789177350309,Svart stjärna - S1E3,"Jesper Ersgård, Joakim Ersgård",1,3,Storytel Original,2016-07-05,0.8463317
9789177350330,9789177350309,Svart stjärna - S1E4,"Jesper Ersgård, Joakim Ersgård",1,4,Storytel Original,2016-07-05,0.9041118
9789177350347,9789177350309,Svart stjärna - S1E5,"Jesper Ersgård, Joakim Ersgård",1,5,Storytel Original,2016-07-05,0.9000339
9789177350354,9789177350309,Svart stjärna - S1E6,"Jesper Ersgård, Joakim Ersgård",1,6,Storytel Original,2016-07-05,0.8911886
9789177350361,9789177350309,Svart stjärna - S1E7,"Jesper Ersgård, Joakim Ersgård",1,7,Storytel Original,2016-07-05,0.86534220000000006
9789177350378,9789177350309,Svart stjärna - S1E8,"Jesper Ersgård, Joakim Ersgård",1,8,Storytel Original,2016-07-05,0.869361
9789177350385,9789177350309,Svart stjärna - S1E9,"Jesper Ersgård, Joakim Ersgård",1,9,Storytel Original,2016-07-05,0.9171335
9789177350392,9789177350309,Svart stjärna - S1E10,"Jesper Ersgård, Joakim Ersgård",1,10,Storytel Original,2016-07-05,0.87980200000000008
9789177359722,9789177359722,Svart stjärna - S2E1,"Jesper Ersgård, Joakim Ersgård",2,1,Storytel Original,2016-12-13,1.0858049
9789177359739,9789177359722,Svart stjärna - S2E2,"Jesper Ersgård, Joakim Ersgård",2,2,Storytel Original,2016-12-13,1.1188418
9789177359746,9789177359722,Svart stjärna - S2E3,"Jesper Ersgård, Joakim Ersgård",2,3,Storytel Original,2016-12-13,0.91147960000000006
9789177359753,9789177359722,Svart stjärna - S2E4,"Jesper Ersgård, Joakim Ersgård",2,4,Storytel Original,2016-12-13,0.93332690000000007
9789177359760,9789177359722,Svart stjärna - S2E5,"Jesper Ersgård, Joakim Ersgård",2,5,Storytel Original,2016-12-13,0.89784720000000007
9789177359777,9789177359722,Svart stjärna - S2E6,"Jesper Ersgård, Joakim Ersgård",2,6,Storytel Original,2016-12-13,0.9747757
9789177359784,9789177359722,Svart stjärna - S2E7,"Jesper Ersgård, Joakim Ersgård",2,7,Storytel Original,2016-12-13,0.92629400000000006
9789177359791,9789177359722,Svart stjärna - S2E8,"Jesper Ersgård, Joakim Ersgård",2,8,Storytel Original,2016-12-13,0.90616060000000009
9789177359807,9789177359722,Svart stjärna - S2E9,"Jesper Ersgård, Joakim Ersgård",2,9,Storytel Original,2016-12-13,0.9357894000000001
9789177359814,9789177359722,Svart stjärna - S2E10,"Jesper Ersgård, Joakim Ersgård",2,10,Storytel Original,2016-12-13,0.9370305000000001
9789177611981,9789177611981,Svart stjärna - S3E1,"Jesper Ersgård, Joakim Ersgård",3,1,Storytel Original,2017-07-18,0.86027930000000008
9789177611998,9789177611981,Svart stjärna - S3E2,"Jesper Ersgård, Joakim Ersgård",3,2,Storytel Original,2017-07-18,0.85216290000000006
9789177612001,9789177611981,Svart stjärna - S3E3,"Jesper Ersgård, Joakim Ersgård",3,3,Storytel Original,2017-07-18,1.0331271
9789177612018,9789177611981,Svart stjärna - S3E4,"Jesper Ersgård, Joakim Ersgård",3,4,Storytel Original,2017-07-18,0.9062
9789177612025,9789177611981,Svart stjärna - S3E5,"Jesper Ersgård, Joakim Ersgård",3,5,Storytel Original,2017-07-18,0.86280090000000009
9789177612032,9789177611981,Svart stjärna - S3E6,"Jesper Ersgård, Joakim Ersgård",3,6,Storytel Original,2017-07-18,0.8571864
9789177612049,9789177611981,Svart stjärna - S3E7,"Jesper Ersgård, Joakim Ersgård",3,7,Storytel Original,2017-07-18,0.89625150000000009
9789177612056,9789177611981,Svart stjärna - S3E8,"Jesper Ersgård, Joakim Ersgård",3,8,Storytel Original,2017-07-18,0.8499959
9789177612063,9789177611981,Svart stjärna - S3E9,"Jesper Ersgård, Joakim Ersgård",3,9,Storytel Original,2017-07-18,0.8679032000000001
9789177612070,9789177611981,Svart stjärna - S3E10,"Jesper Ersgård, Joakim Ersgård",3,10,Storytel Original,2017-07-18,0.97672600000000009
9789177353287,9789177353287,Tick Tack - Del 1,Leffe Grimwalker,1,1,Storytel Original,2016-08-16,0.79631340000000006
9789177353294,9789177353287,Tick Tack - Del 2,Leffe Grimwalker,1,2,Storytel Original,2016-08-16,0.8985761000000001
9789177353300,9789177353287,Tick Tack - Del 3,Leffe Grimwalker,1,3,Storytel Original,2016-08-16,0.869558
9789177353317,9789177353287,Tick Tack - Del 4,Leffe Grimwalker,1,4,Storytel Original,2016-08-16,0.87702430000000009
9789177353324,9789177353287,Tick Tack - Del 5,Leffe Grimwalker,1,5,Storytel Original,2016-08-16,0.8538571
9789177353331,9789177353287,Tick Tack - Del 6,Leffe Grimwalker,1,6,Storytel Original,2016-08-16,0.8648300000000001
9789177353348,9789177353287,Tick Tack - Del 7,Leffe Grimwalker,1,7,Storytel Original,2016-08-16,0.8450906
9789177353355,9789177353287,Tick Tack - Del 8,Leffe Grimwalker,1,8,Storytel Original,2016-08-16,0.86217050000000006
9789177353362,9789177353287,Tick Tack - Del 9,Leffe Grimwalker,1,9,Storytel Original,2016-08-16,0.8486760000000001
9789177353379,9789177353287,Tick Tack - Del 10,Leffe Grimwalker,1,10,Storytel Original,2016-08-16,0.88683490000000009
9789177358275,9789177358275,Tick Tack - S2E1,Leffe Grimwalker,2,1,Storytel Original,2017-03-28,0.9902796
9789177358282,9789177358275,Tick Tack - S2E2,Leffe Grimwalker,2,2,Storytel Original,2017-03-28,0.9911267
9789177358299,9789177358275,Tick Tack - S2E3,Leffe Grimwalker,2,3,Storytel Original,2017-03-28,1.0015086
9789177358305,9789177358275,Tick Tack - S2E4,Leffe Grimwalker,2,4,Storytel Original,2017-03-28,0.99784440000000008
9789177358312,9789177358275,Tick Tack - S2E5,Leffe Grimwalker,2,5,Storytel Original,2017-03-28,0.99705640000000006
9789177358329,9789177358275,Tick Tack - S2E6,Leffe Grimwalker,2,6,Storytel Original,2017-03-28,0.9990067
9789177358336,9789177358275,Tick Tack - S2E7,Leffe Grimwalker,2,7,Storytel Original,2017-03-28,0.99561830000000007
9789177358343,9789177358275,Tick Tack - S2E8,Leffe Grimwalker,2,8,Storytel Original,2017-03-28,0.9985142
9789177358350,9789177358275,Tick Tack - S2E9,Leffe Grimwalker,2,9,Storytel Original,2017-03-28,1.0031043
9789177358367,9789177358275,Tick Tack - S2E10,Leffe Grimwalker,2,10,Storytel Original,2017-03-28,1.0527483
9789177919780,9789177919780,Tick Tack - S3E1,Leffe Grimwalker,3,1,Storytel Original,2018-07-17,1.0188446
9789177919797,9789177919780,Tick Tack - S3E2,Leffe Grimwalker,3,2,Storytel Original,2018-07-17,1.0539500000000002
9789177919803,9789177919780,Tick Tack - S3E3,Leffe Grimwalker,3,3,Storytel Original,2018-07-17,1.0072807000000001
9789177919810,9789177919780,Tick Tack - S3E4,Leffe Grimwalker,3,4,Storytel Original,2018-07-17,1.0404358
9789177919827,9789177919780,Tick Tack - S3E5,Leffe Grimwalker,3,5,Storytel Original,2018-07-17,1.0589538
9789177919834,9789177919780,Tick Tack - S3E6,Leffe Grimwalker,3,6,Storytel Original,2018-07-17,0.99630780000000008
9789177919841,9789177919780,Tick Tack - S3E7,Leffe Grimwalker,3,7,Storytel Original,2018-07-17,0.99947950000000008
9789177919858,9789177919780,Tick Tack - S3E8,Leffe Grimwalker,3,8,Storytel Original,2018-07-17,1.0969354
9789177919865,9789177919780,Tick Tack - S3E9,Leffe Grimwalker,3,9,Storytel Original,2018-07-17,1.0690796
9789177919872,9789177919780,Tick Tack - S3E10,Leffe Grimwalker,3,10,Storytel Original,2018-07-17,1.2120228000000002
9789179076504,9789179076504,Utpost - E1,Dmitry Glukhovsky,1,1,Storytel Original,2019-09-25,0.8472576
9789179076511,9789179076504,Utpost - E2,Dmitry Glukhovsky,1,2,Storytel Original,2019-09-25,1.0575354000000001
9789179076528,9789179076504,Utpost - E3,Dmitry Glukhovsky,1,3,Storytel Original,2019-09-25,0.9143755
9789179076535,9789179076504,Utpost - E4,Dmitry Glukhovsky,1,4,Storytel Original,2019-09-25,1.0073792000000001
9789179076542,9789179076504,Utpost - E5,Dmitry Glukhovsky,1,5,Storytel Original,2019-09-25,1.0944729
9789179076559,9789179076504,Utpost - E6,Dmitry Glukhovsky,1,6,Storytel Original,2019-09-25,1.1558778
9789179076566,9789179076504,Utpost - E7,Dmitry Glukhovsky,1,7,Storytel Original,2019-09-25,1.0720149
9789179076573,9789179076504,Utpost - E8,Dmitry Glukhovsky,1,8,Storytel Original,2019-09-25,1.1809165000000001
9789179076580,9789179076504,Utpost - E9,Dmitry Glukhovsky,1,9,Storytel Original,2019-09-25,0.8824221000000001
9789179076597,9789179076504,Utpost - E10,Dmitry Glukhovsky,1,10,Storytel Original,2019-09-25,1.2423608000000002
9789177350101,9789177350101,Vargland - Del 1,Björn Olofsson,1,1,Storytel Original,2016-06-21,0.8607127
9789177350118,9789177350101,Vargland - Del 2,Björn Olofsson,1,2,Storytel Original,2016-06-21,0.87276910000000008
9789177350125,9789177350101,Vargland - Del 3,Björn Olofsson,1,3,Storytel Original,2016-06-21,0.9485747000000001
9789177350132,9789177350101,Vargland - Del 4,Björn Olofsson,1,4,Storytel Original,2016-06-21,0.901275
9789177350149,9789177350101,Vargland - Del 5,Björn Olofsson,1,5,Storytel Original,2016-06-21,0.89150380000000007
9789177350156,9789177350101,Vargland - Del 6,Björn Olofsson,1,6,Storytel Original,2016-06-21,0.8873077
9789177350163,9789177350101,Vargland - Del 7,Björn Olofsson,1,7,Storytel Original,2016-06-21,0.8429039
9789177350170,9789177350101,Vargland - Del 8,Björn Olofsson,1,8,Storytel Original,2016-06-21,0.84635140000000009
9789177350187,9789177350101,Vargland - Del 9,Björn Olofsson,1,9,Storytel Original,2016-06-21,0.88208720000000007
9789177350194,9789177350101,Vargland - Del 10,Björn Olofsson,1,10,Storytel Original,2016-06-21,0.85972770000000009
9789177912941,9789177912941,Vargland - S2E1,Björn Olofsson,2,1,Storytel Original,2017-08-08,0.91687740000000006
9789177912958,9789177912941,Vargland - S2E2,Björn Olofsson,2,2,Storytel Original,2017-08-08,0.850449
9789177912965,9789177912941,Vargland - S2E3,Björn Olofsson,2,3,Storytel Original,2017-08-08,0.845327
9789177912972,9789177912941,Vargland - S2E4,Björn Olofsson,2,4,Storytel Original,2017-08-08,0.8527145
9789177912989,9789177912941,Vargland - S2E5,Björn Olofsson,2,5,Storytel Original,2017-08-08,0.85027170000000007
9789177912996,9789177912941,Vargland - S2E6,Björn Olofsson,2,6,Storytel Original,2017-08-08,0.866603
9789177913009,9789177912941,Vargland - S2E7,Björn Olofsson,2,7,Storytel Original,2017-08-08,0.8730055000000001
9789177913016,9789177912941,Vargland - S2E8,Björn Olofsson,2,8,Storytel Original,2017-08-08,0.8572258
9789177913023,9789177912941,Vargland - S2E9,Björn Olofsson,2,9,Storytel Original,2017-08-08,0.8279122000000001
9789177913030,9789177912941,Vargland - S2E10,Björn Olofsson,2,10,Storytel Original,2017-08-08,0.83689540000000007
9789177357698,9789177357698,Vespers vidunderliga äventyr - Del 1,Ida Kjellin,1,1,Storytel Original,2016-11-15,1.1462248000000002
9789177357704,9789177357698,Vespers vidunderliga äventyr - Del 2,Ida Kjellin,1,2,Storytel Original,2016-11-15,1.0780234
9789177357711,9789177357698,Vespers vidunderliga äventyr - Del 3,Ida Kjellin,1,3,Storytel Original,2016-11-15,1.2987619000000001
9789177357728,9789177357698,Vespers vidunderliga äventyr - Del 4,Ida Kjellin,1,4,Storytel Original,2016-11-15,1.1099571000000001
9789177357735,9789177357698,Vespers vidunderliga äventyr - Del 5,Ida Kjellin,1,5,Storytel Original,2016-11-15,1.0502661
9789177357742,9789177357698,Vespers vidunderliga äventyr - Del 6,Ida Kjellin,1,6,Storytel Original,2016-11-15,1.0333635
9789177357759,9789177357698,Vespers vidunderliga äventyr - Del 7,Ida Kjellin,1,7,Storytel Original,2016-11-15,1.0217405000000002
9789177357766,9789177357698,Vespers vidunderliga äventyr - Del 8,Ida Kjellin,1,8,Storytel Original,2016-11-15,1.0408298
9789177357773,9789177357698,Vespers vidunderliga äventyr - Del 9,Ida Kjellin,1,9,Storytel Original,2016-11-15,0.9920723
9789177357780,9789177357698,Vespers vidunderliga äventyr - Del 10,Ida Kjellin,1,10,Storytel Original,2016-11-15,1.0635439
9789179076108,9789179076108,Victoria Bonde - Jakten Del 1,Leffe Grimwalker,1,1,Storytel Original,2020-08-12,0.972983
9789179076115,9789179076108,Victoria Bonde - Jakten Del 2,Leffe Grimwalker,1,2,Storytel Original,2020-08-12,1.0125997
9789179076122,9789179076108,Victoria Bonde - Jakten Del 3,Leffe Grimwalker,1,3,Storytel Original,2020-08-12,0.9698113
9789179076139,9789179076108,Victoria Bonde - Jakten Del 4,Leffe Grimwalker,1,4,Storytel Original,2020-08-12,0.9522389
9789179076146,9789179076108,Victoria Bonde - Jakten Del 5,Leffe Grimwalker,1,5,Storytel Original,2020-08-12,1.0088567000000002
9789179076153,9789179076108,Victoria Bonde - Jakten Del 6,Leffe Grimwalker,1,6,Storytel Original,2020-08-12,0.98754130000000007
9789179076160,9789179076108,Victoria Bonde - Jakten Del 7,Leffe Grimwalker,1,7,Storytel Original,2020-08-12,1.0023163000000002
9789179076177,9789179076108,Victoria Bonde - Jakten Del 8,Leffe Grimwalker,1,8,Storytel Original,2020-08-12,0.9562971
9789179076184,9789179076108,Victoria Bonde - Jakten Del 9,Leffe Grimwalker,1,9,Storytel Original,2020-08-12,0.9738892
9789179076191,9789179076108,Victoria Bonde - Jakten Del 10,Leffe Grimwalker,1,10,Storytel Original,2020-08-12,1.0103539000000001
9789177358671,9789177358671,Westins bageri & kafé - S1E1,Solja Krapu-Kallio,1,1,Storytel Original,2016-12-01,0.53540660000000007
9789177358688,9789177358671,Westins bageri & kafé - S1E2,Solja Krapu-Kallio,1,2,Storytel Original,2016-12-02,0.428869
9789177358695,9789177358671,Westins bageri & kafé - S1E3,Solja Krapu-Kallio,1,3,Storytel Original,2016-12-03,0.4571385
9789177358701,9789177358671,Westins bageri & kafé - S1E4,Solja Krapu-Kallio,1,4,Storytel Original,2016-12-04,0.45030260000000005
9789177358718,9789177358671,Westins bageri & kafé - S1E5,Solja Krapu-Kallio,1,5,Storytel Original,2016-12-05,0.42642620000000003
9789177358725,9789177358671,Westins bageri & kafé - S1E6,Solja Krapu-Kallio,1,6,Storytel Original,2016-12-06,0.5023106
9789177358732,9789177358671,Westins bageri & kafé - S1E7,Solja Krapu-Kallio,1,7,Storytel Original,2016-12-07,0.47256360000000003
9789177358749,9789177358671,Westins bageri & kafé - S1E8,Solja Krapu-Kallio,1,8,Storytel Original,2016-12-08,0.4788873
9789177358756,9789177358671,Westins bageri & kafé - S1E9,Solja Krapu-Kallio,1,9,Storytel Original,2016-12-09,0.4325529
9789177358763,9789177358671,Westins bageri & kafé - S1E10,Solja Krapu-Kallio,1,10,Storytel Original,2016-12-10,0.43499570000000004
9789177358770,9789177358671,Westins bageri & kafé - S1E11,Solja Krapu-Kallio,1,11,Storytel Original,2016-12-11,0.41037070000000003
9789177358787,9789177358671,Westins bageri & kafé - S1E12,Solja Krapu-Kallio,1,12,Storytel Original,2016-12-12,0.4957899
9789177358794,9789177358671,Westins bageri & kafé - S1E13,Solja Krapu-Kallio,1,13,Storytel Original,2016-12-13,0.4690767
9789177358800,9789177358671,Westins bageri & kafé - S1E14,Solja Krapu-Kallio,1,14,Storytel Original,2016-12-14,0.4193539
9789177358817,9789177358671,Westins bageri & kafé - S1E15,Solja Krapu-Kallio,1,15,Storytel Original,2016-12-15,0.45241050000000005
9789177358824,9789177358671,Westins bageri & kafé - S1E16,Solja Krapu-Kallio,1,16,Storytel Original,2016-12-16,0.4163004
9789177358831,9789177358671,Westins bageri & kafé - S1E17,Solja Krapu-Kallio,1,17,Storytel Original,2016-12-17,0.40414550000000005
9789177358848,9789177358671,Westins bageri & kafé - S1E18,Solja Krapu-Kallio,1,18,Storytel Original,2016-12-18,0.4286129
9789177358855,9789177358671,Westins bageri & kafé - S1E19,Solja Krapu-Kallio,1,19,Storytel Original,2016-12-19,0.3969747
9789177358862,9789177358671,Westins bageri & kafé - S1E20,Solja Krapu-Kallio,1,20,Storytel Original,2016-12-20,0.3734135
9789177358879,9789177358671,Westins bageri & kafé - S1E21,Solja Krapu-Kallio,1,21,Storytel Original,2016-12-21,0.43741880000000005
9789177358886,9789177358671,Westins bageri & kafé - S1E22,Solja Krapu-Kallio,1,22,Storytel Original,2016-12-22,0.4028256
9789177358893,9789177358671,Westins bageri & kafé - S1E23,Solja Krapu-Kallio,1,23,Storytel Original,2016-12-23,0.46163010000000004
9789177358909,9789177358671,Westins bageri & kafé - S1E24,Solja Krapu-Kallio,1,24,Storytel Original,2016-12-24,0.4698647
9789178014415,9789178014415,Westins bageri & kafé - S2E1,Solja Krapu-Kallio,2,1,Storytel Original,2017-10-03,1.0473702
9789178014422,9789178014415,Westins bageri & kafe - S2E2,Solja Krapu-Kallio,2,2,Storytel Original,2017-10-03,1.0185294
9789178014439,9789178014415,Westins bageri & kafé - S2E3,Solja Krapu-Kallio,2,3,Storytel Original,2017-10-03,1.0455775
9789178014446,9789178014415,Westins bageri & kafé - S2E4,Solja Krapu-Kallio,2,4,Storytel Original,2017-10-03,1.0342894
9789178014453,9789178014415,Westins bageri & kafé - S2E5,Solja Krapu-Kallio,2,5,Storytel Original,2017-10-03,1.0723892000000002
9789178014460,9789178014415,Westins bageri & kafé - S2E6,Solja Krapu-Kallio,2,6,Storytel Original,2017-10-03,1.0116147
9789178014477,9789178014415,Westins bageri & kafé - S2E7,Solja Krapu-Kallio,2,7,Storytel Original,2017-10-03,1.014353
9789178014484,9789178014415,Westins bageri & kafé - S2E8,Solja Krapu-Kallio,2,8,Storytel Original,2017-10-03,1.0164215
9789178014491,9789178014415,Westins bageri & kafé - S2E9,Solja Krapu-Kallio,2,9,Storytel Original,2017-10-03,0.95537120000000009
9789178014507,9789178014415,Westins bageri & kafé - S2E10,Solja Krapu-Kallio,2,10,Storytel Original,2017-10-03,1.0070837000000001
9789178076093,9789178076093,Westins bageri & kafé - S3E1,Solja Krapu-Kallio,3,1,Storytel Original,2018-04-17,0.9867139
9789178076109,9789178076093,Westins bageri & kafé - S3E2,Solja Krapu-Kallio,3,2,Storytel Original,2018-04-17,0.9354939000000001
9789178076116,9789178076093,Westins bageri & kafé - S3E3,Solja Krapu-Kallio,3,3,Storytel Original,2018-04-17,0.91959600000000008
9789178076123,9789178076093,Westins bageri & kafé - S3E4,Solja Krapu-Kallio,3,4,Storytel Original,2018-04-17,0.8240707
9789178076130,9789178076093,Westins bageri & kafé - S3E5,Solja Krapu-Kallio,3,5,Storytel Original,2018-04-17,0.9107507
9789178076147,9789178076093,Westins bageri & kafé - S3E6,Solja Krapu-Kallio,3,6,Storytel Original,2018-04-17,0.91157810000000006
9789178076154,9789178076093,Westins bageri & kafé - S3E7,Solja Krapu-Kallio,3,7,Storytel Original,2018-04-17,1.0025133000000002
9789178076161,9789178076093,Westins bageri & kafé - S3E8,Solja Krapu-Kallio,3,8,Storytel Original,2018-04-17,0.94378760000000006
9789178076178,9789178076093,Westins bageri & kafé - S3E9,Solja Krapu-Kallio,3,9,Storytel Original,2018-04-17,1.0630711000000002
9789178076185,9789178076093,Westins bageri & kafé - S3E10,Solja Krapu-Kallio,3,10,Storytel Original,2018-04-17,0.91900500000000007
9789178606863,9789178606863,Westins bageri & kafé - S4E1,Solja Krapu-Kallio,4,1,Storytel Original,2019-01-29,0.9579322
9789178606870,9789178606863,Westins bageri & kafé - S4E2,Solja Krapu-Kallio,4,2,Storytel Original,2019-01-29,0.91226760000000007
9789178606887,9789178606863,Westins bageri & kafé - S4E3,Solja Krapu-Kallio,4,3,Storytel Original,2019-01-29,0.9512736
9789178606894,9789178606863,Westins bageri & kafé - S4E4,Solja Krapu-Kallio,4,4,Storytel Original,2019-01-29,0.9203052
9789178606900,9789178606863,Westins bageri & kafé - S4E5,Solja Krapu-Kallio,4,5,Storytel Original,2019-01-29,0.9472745
9789178606917,9789178606863,Westins bageri & kafé - S4E6,Solja Krapu-Kallio,4,6,Storytel Original,2019-01-29,0.9052544
9789178606924,9789178606863,Westins bageri & kafé - S4E7,Solja Krapu-Kallio,4,7,Storytel Original,2019-01-29,1.022627
9789178606931,9789178606863,Westins bageri & kafé - S4E8,Solja Krapu-Kallio,4,8,Storytel Original,2019-01-29,0.8568712
9789178606948,9789178606863,Westins bageri & kafé - S4E9,Solja Krapu-Kallio,4,9,Storytel Original,2019-01-29,0.98892030000000009
9789178606955,9789178606863,Westins bageri & kafé - S4E10,Solja Krapu-Kallio,4,10,Storytel Original,2019-01-29,1.1094843
9789178699599,9789178699599,Änkornas begravningsbyrå - Del 1,Johanna Nilsson,1,1,Storytel Original,2020-07-16,1.0862777000000001
9789178699605,9789178699599,Änkornas begravningsbyrå - Del 2,Johanna Nilsson,1,2,Storytel Original,2020-07-16,0.95830650000000006
9789178699612,9789178699599,Änkornas begravningsbyrå - Del 3,Johanna Nilsson,1,3,Storytel Original,2020-07-16,0.8357331
9789178699629,9789178699599,Änkornas begravningsbyrå - Del 4,Johanna Nilsson,1,4,Storytel Original,2020-07-16,0.8999945
9789178699636,9789178699599,Änkornas begravningsbyrå - Del 5,Johanna Nilsson,1,5,Storytel Original,2020-07-16,0.9386459
9789178699643,9789178699599,Änkornas begravningsbyrå - Del 6,Johanna Nilsson,1,6,Storytel Original,2020-07-16,0.98234050000000006
9789178699650,9789178699599,Änkornas begravningsbyrå - Del 7,Johanna Nilsson,1,7,Storytel Original,2020-07-16,0.88847000000000009
9789178699667,9789178699599,Änkornas begravningsbyrå - Del 8,Johanna Nilsson,1,8,Storytel Original,2020-07-16,0.95141150000000008
9789178699674,9789178699599,Änkornas begravningsbyrå - Del 9,Johanna Nilsson,1,9,Storytel Original,2020-07-16,1.0818058000000002
9789178699681,9789178699599,Änkornas begravningsbyrå - Del 10,Johanna Nilsson,1,10,Storytel Original,2020-07-16,0.9447529
9789177615026,9789177615026,Önskebrunnen - S1E1,"Felicia Welander, Peo Bengtsson",1,1,Storytel Original,2017-09-19,1.1203784
9789177615033,9789177615026,Önskebrunnen - S1E2,"Felicia Welander, Peo Bengtsson",1,2,Storytel Original,2017-09-19,1.1671659
9789177615040,9789177615026,Önskebrunnen - S1E3,"Felicia Welander, Peo Bengtsson",1,3,Storytel Original,2017-09-19,0.9432951
9789177615057,9789177615026,Önskebrunnen - S1E4,"Felicia Welander, Peo Bengtsson",1,4,Storytel Original,2017-09-19,1.090395
9789177615064,9789177615026,Önskebrunnen - S1E5,"Felicia Welander, Peo Bengtsson",1,5,Storytel Original,2017-09-19,0.8093154
9789177615071,9789177615026,Önskebrunnen - S1E6,"Felicia Welander, Peo Bengtsson",1,6,Storytel Original,2017-09-19,0.95363760000000009
9789177615088,9789177615026,Önskebrunnen - S1E7,"Felicia Welander, Peo Bengtsson",1,7,Storytel Original,2017-09-19,0.8329554
9789177615095,9789177615026,Önskebrunnen - S1E8,"Felicia Welander, Peo Bengtsson",1,8,Storytel Original,2017-09-19,0.9357697
9789177615101,9789177615026,Önskebrunnen - S1E9,"Felicia Welander, Peo Bengtsson",1,9,Storytel Original,2017-09-19,0.8566742
9789177615118,9789177615026,Önskebrunnen - S1E10,"Felicia Welander, Peo Bengtsson",1,10,Storytel Original,2017-09-19,1.0291674
